label,source,video_path,start_frame,end_frame,length_frames,duration_sec,fps,signer_id,has_video,video_width,video_height,invalid_duration,invalid_fps,invalid_length_frames,duration_from_frames,consistency_error_sec,is_consistency_outlier,extreme_low_thr,extreme_high_thr,is_extreme_duration,is_anomaly,removal_reason,process_status,process_error,frames_path,frames_count,frame_file_ext,normalized_width,normalized_height,normalized_color_mode,clip_start_frame_src,clip_end_frame_src,clip_start_frame_0based,clip_end_frame_0based,input_fps,split
what,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_X7z-Z1kJwp4.mp4,10,60.0,51.0,1.6679999999999997,29.97,msasl_36,True,480.0,360.0,False,False,False,1.7017017017017018,0.033701701701702,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/what/msasl_raw_X7z-Z1kJwp4__s000009__e000059__2fe09bd4a9ce,51,jpg,224,224,grayscale,10,60,9,59,29.97002997002997,train
doctor,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_Nf_0FxqOIWM.mp4,8506,8578.0,73.0,2.4049999999999727,29.94,msasl_124,True,1280.0,720.0,False,False,False,2.438209752839011,0.0332097528390384,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/doctor/msasl_raw_Nf_0FxqOIWM__s008505__e008577__03d26c0c7dc1,73,jpg,224,224,grayscale,8506,8578,8505,8577,29.97,train
bird,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_UXetwN_cI5A.mp4,3089,3169.0,81.0,3.200000000000003,25.0,msasl_12,True,480.0,360.0,False,False,False,3.24,0.0399999999999973,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/bird/msasl_raw_UXetwN_cI5A__s003088__e003168__16c0d6d93918,81,jpg,224,224,grayscale,3089,3169,3088,3168,25.0,train
fish,aslsignbank,kaggle_dataset/videos/65731.mp4,1,43.0,43.0,1.793,23.97606111107669,wlasl_94,True,656.0,370.0,False,False,False,1.7934555555555558,0.0004555555555558,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/fish/65731__s000000__e000042__0fcacaf0b2aa,43,jpg,224,224,grayscale,1,43,0,42,23.97606111107669,train
what,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_4Nh1iFv2BMc.mp4,6250,6398.0,149.0,4.937999999999988,29.97,msasl_72,True,626.0,360.0,False,False,False,4.971638304971639,0.0336383049716504,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/what/msasl_raw_4Nh1iFv2BMc__s006249__e006397__7b3e1f4bde38,149,jpg,224,224,grayscale,6250,6398,6249,6397,29.97002997002997,train
spring,signschool,kaggle_dataset/videos/25846.mp4,1,40.0,40.0,1.335,29.97002997002997,wlasl_4,True,1920.0,1080.0,False,False,False,1.334666666666667,0.0003333333333332,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/spring/25846__s000000__e000039__a4a654e89537,40,jpg,224,224,grayscale,1,40,0,39,29.97002997002997,train
spring,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_U0E24IK06nc.mp4,3665,3754.0,90.0,2.969999999999999,29.97,msasl_97,True,480.0,360.0,False,False,False,3.003003003003004,0.0330030030030044,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/spring/msasl_raw_U0E24IK06nc__s003664__e003753__beb1df21bd01,90,jpg,224,224,grayscale,3665,3754,3664,3753,29.97002997002997,train
like,aslbrick,kaggle_dataset/videos/69389.mp4,1,59.0,59.0,1.969,29.97002997002997,wlasl_118,True,1280.0,720.0,False,False,False,1.9686333333333328,0.0003666666666666,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/like/69389__s000000__e000058__a9703172b057,59,jpg,224,224,grayscale,1,59,0,58,29.97002997002997,train
but,elementalasl,kaggle_dataset/videos/16191.mp4,1,107.0,107.0,4.458,24.0,wlasl_19,True,320.0,180.0,False,False,False,4.458333333333333,0.0003333333333328,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/but/16191__s000000__e000106__9a9efdc844be,107,jpg,224,224,grayscale,1,107,0,106,24.0,train
but,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_AiozVha_k4o.mp4,9316,9376.0,61.0,2.400000000000034,25.0,msasl_12,True,480.0,360.0,False,False,False,2.44,0.0399999999999658,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/but/msasl_raw_AiozVha_k4o__s009315__e009375__8c2e819720d0,61,jpg,224,224,grayscale,9316,9376,9315,9375,25.0,train
no,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_TDoqoJDX280.mp4,1972,2135.0,164.0,5.438999999999993,29.97,msasl_124,True,640.0,360.0,False,False,False,5.472138805472139,0.0331388054721459,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/no/msasl_raw_TDoqoJDX280__s001971__e002134__83f9a79700df,164,jpg,224,224,grayscale,1972,2135,1971,2134,29.97,train
water,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_PvzBgEcEPew.mp4,4703,4849.0,147.0,5.840000000000003,25.0,msasl_77,True,640.0,360.0,False,False,False,5.88,0.0399999999999964,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/water/msasl_raw_PvzBgEcEPew__s004702__e004848__2d1df75079a3,147,jpg,224,224,grayscale,4703,4849,4702,4848,25.0,train
like,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_Ag5VPvAe8PA.mp4,5911,5954.0,44.0,1.4350000000000025,29.97,msasl_18,True,640.0,360.0,False,False,False,1.4681348014681348,0.0331348014681323,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/like/msasl_raw_Ag5VPvAe8PA__s005910__e005953__8c3b7d9d6e46,44,jpg,224,224,grayscale,5911,5954,5910,5953,29.97002997002997,train
no,signschool,kaggle_dataset/videos/38527.mp4,1,46.0,46.0,1.535,29.97002997002997,wlasl_3,True,1920.0,1080.0,False,False,False,1.5348666666666666,0.0001333333333333,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/no/38527__s000000__e000045__d58d00450ae2,46,jpg,224,224,grayscale,1,46,0,45,29.97002997002997,train
father,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_iHR2uV-Uxc8.mp4,2244,2299.0,56.0,1.8349999999999933,29.97,msasl_349,True,640.0,360.0,False,False,False,1.8685352018685355,0.0335352018685419,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/father/msasl_raw_iHR2uV-Uxc8__s002243__e002298__c77b1e31c52c,56,jpg,224,224,grayscale,2244,2299,2243,2298,29.97002997002997,train
bird,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_Qd1x1kUwhpQ.mp4,8285,8355.0,71.0,2.800000000000012,25.0,msasl_12,True,480.0,360.0,False,False,False,2.84,0.039999999999988,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/bird/msasl_raw_Qd1x1kUwhpQ__s008284__e008354__4f6240ca1d50,71,jpg,224,224,grayscale,8285,8355,8284,8354,25.0,train
teacher,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_nBvBJ91I5ZI.mp4,485,531.0,47.0,1.535,29.97,msasl_40,True,640.0,360.0,False,False,False,1.5682349015682349,0.0332349015682349,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/teacher/msasl_raw_nBvBJ91I5ZI__s000484__e000530__efc94084b8b9,47,jpg,224,224,grayscale,485,531,484,530,29.97002997002997,train
mother,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,3279,3339.0,61.0,2.001999999999996,29.97,msasl_370,True,640.0,360.0,False,False,False,2.035368702035369,0.0333687020353727,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/mother/msasl_raw_rkQZQhloXuE__s003278__e003338__9ce2d8b814ca,61,jpg,224,224,grayscale,3279,3339,3278,3338,29.97002997002997,train
table,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_UjiCWH8PSvM.mp4,185,250.0,66.0,2.1690000000000005,29.97,msasl_140,True,1280.0,720.0,False,False,False,2.2022022022022023,0.0332022022022018,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/table/msasl_raw_UjiCWH8PSvM__s000184__e000249__98aa8f7fa990,66,jpg,224,224,grayscale,185,250,184,249,29.97002997002997,train
again,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_TDoqoJDX280.mp4,190,327.0,138.0,4.571,29.97,msasl_124,True,640.0,360.0,False,False,False,4.604604604604605,0.033604604604605,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/again/msasl_raw_TDoqoJDX280__s000189__e000326__17bc9b5b7c69,138,jpg,224,224,grayscale,190,327,189,326,29.97,train
mother,signschool,kaggle_dataset/videos/36604.mp4,1,75.0,75.0,2.502,29.97002997002997,wlasl_52,True,640.0,360.0,False,False,False,2.5025,0.0005000000000001,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/mother/36604__s000000__e000074__7a092fa36c6f,75,jpg,224,224,grayscale,1,75,0,74,29.97002997002997,train
again,aslsearch,kaggle_dataset/videos/47307.mp4,1,75.0,75.0,2.469,30.37541047851998,wlasl_12,True,720.0,400.0,False,False,False,2.4691024357691025,0.0001024357691026,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/again/47307__s000000__e000074__40fab11d1b7e,75,jpg,224,224,grayscale,1,75,0,74,30.37541047851998,train
learn,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_afwqCG7GmrQ.mp4,235,298.0,64.0,2.1019999999999994,29.97,msasl_140,True,1280.0,720.0,False,False,False,2.135468802135469,0.0334688021354696,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/learn/msasl_raw_afwqCG7GmrQ__s000234__e000297__bf891547de19,64,jpg,224,224,grayscale,235,298,234,297,29.97002997002997,train
eat,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_g59_3vr_NT0.mp4,2181,2305.0,125.0,4.132999999999996,30.0,msasl_163,True,1280.0,720.0,False,False,False,4.166666666666667,0.0336666666666713,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/eat/msasl_raw_g59_3vr_NT0__s002180__e002304__7f9104f9ea09,125,jpg,224,224,grayscale,2181,2305,2180,2304,30.0,train
finish,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_JDc62QM6-GU.mp4,0,98.0,99.0,3.267,30.0,msasl_87,True,1280.0,720.0,False,False,False,3.3,0.0329999999999999,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/finish/msasl_raw_JDc62QM6-GU__s000000__e000097__a20c88743c6c,98,jpg,224,224,grayscale,0,98,0,97,30.0,train
like,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_Xt6F1wT394I.mp4,5810,5941.0,132.0,4.370999999999981,29.97,msasl_286,True,1280.0,720.0,False,False,False,4.404404404404405,0.0334044044044237,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/like/msasl_raw_Xt6F1wT394I__s005809__e005940__05a13d3a563c,132,jpg,224,224,grayscale,5810,5941,5809,5940,29.97002997002997,train
doctor,signschool,kaggle_dataset/videos/17016.mp4,1,105.0,105.0,3.504,29.97002997002997,wlasl_60,True,854.0,480.0,False,False,False,3.5035000000000003,0.0004999999999997,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/doctor/17016__s000000__e000104__ddeca8e0b489,105,jpg,224,224,grayscale,1,105,0,104,29.97002997002997,train
deaf,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_YasOpK1RNvg.mp4,39,70.0,32.0,1.035,29.97,msasl_124,True,640.0,360.0,False,False,False,1.0677344010677343,0.0327344010677346,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/deaf/msasl_raw_YasOpK1RNvg__s000038__e000069__261456a7db80,32,jpg,224,224,grayscale,39,70,38,69,29.97,train
again,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_VAQRVGl4b_I.mp4,210,300.0,91.0,3.003,29.97,msasl_144,True,480.0,360.0,False,False,False,3.0363697030363697,0.0333697030363695,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/again/msasl_raw_VAQRVGl4b_I__s000209__e000299__9483460959f3,91,jpg,224,224,grayscale,210,300,209,299,29.97002997002997,train
fish,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_E3ILIbZqcKY.mp4,3689,3778.0,90.0,2.968999999999994,29.97,msasl_18,True,640.0,360.0,False,False,False,3.003003003003004,0.0340030030030091,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/fish/msasl_raw_E3ILIbZqcKY__s003688__e003777__7b8bb8d7cc12,90,jpg,224,224,grayscale,3689,3778,3688,3777,29.97002997002997,train
man,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_JHFExZgYdwk.mp4,1003,1101.0,99.0,3.9200000000000017,25.0,msasl_12,True,1280.0,720.0,False,False,False,3.96,0.0399999999999982,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/man/msasl_raw_JHFExZgYdwk__s001002__e001100__d827bb653054,99,jpg,224,224,grayscale,1003,1101,1002,1100,25.0,train
yes,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_HUMEcnkvhJU.mp4,39864,39944.0,81.0,2.6690000000000964,29.97,msasl_251,True,640.0,360.0,False,False,False,2.702702702702702,0.0337027027026062,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/yes/msasl_raw_HUMEcnkvhJU__s039863__e039943__55eaf5881f60,81,jpg,224,224,grayscale,39864,39944,39863,39943,29.97002997002997,train
water,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_bX1eJjB3nyA.mp4,9065,9153.0,89.0,2.935999999999978,29.97,msasl_261,True,640.0,360.0,False,False,False,2.9696363029696364,0.0336363029696582,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/water/msasl_raw_bX1eJjB3nyA__s009064__e009152__ab300ea40123,89,jpg,224,224,grayscale,9065,9153,9064,9152,29.97002997002997,train
nice,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_dMZ-SCl7nA4.mp4,4436,4504.0,69.0,2.2680000000000007,29.97,msasl_286,True,1280.0,720.0,False,False,False,2.3023023023023024,0.0343023023023016,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/nice/msasl_raw_dMZ-SCl7nA4__s004435__e004503__8388165b8092,69,jpg,224,224,grayscale,4436,4504,4435,4503,29.97002997002997,train
no,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_FNt4N8WFuVY.mp4,3916,4023.0,108.0,4.482999999999976,23.867,msasl_401,True,270.0,360.0,False,False,False,4.525076465412494,0.042076465412518,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/no/msasl_raw_FNt4N8WFuVY__s003915__e004022__d00e98e3b37f,108,jpg,224,224,grayscale,3916,4023,3915,4022,24.0,train
tired,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_bX1eJjB3nyA.mp4,6574,6602.0,29.0,0.9350000000000024,29.97,msasl_261,True,640.0,360.0,False,False,False,0.9676343009676344,0.0326343009676319,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/tired/msasl_raw_bX1eJjB3nyA__s006573__e006601__8efea03bcb35,29,jpg,224,224,grayscale,6574,6602,6573,6601,29.97002997002997,train
nice,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_Ag5VPvAe8PA.mp4,573,691.0,119.0,3.937000000000001,29.97,msasl_18,True,640.0,360.0,False,False,False,3.9706373039706375,0.0336373039706363,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/nice/msasl_raw_Ag5VPvAe8PA__s000572__e000690__b88de7d997c6,119,jpg,224,224,grayscale,573,691,572,690,29.97002997002997,train
finish,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_Cv5avR9nEhg.mp4,6325,6395.0,71.0,2.800000000000012,25.0,msasl_12,True,1280.0,720.0,False,False,False,2.84,0.039999999999988,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/finish/msasl_raw_Cv5avR9nEhg__s006324__e006394__b89b18be7908,71,jpg,224,224,grayscale,6325,6395,6324,6394,25.0,train
mother,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_fJVwZyjEa4k.mp4,850,968.0,119.0,3.937000000000001,29.97,msasl_41,True,202.0,360.0,False,False,False,3.9706373039706375,0.0336373039706363,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/mother/msasl_raw_fJVwZyjEa4k__s000849__e000967__02909d98179b,119,jpg,224,224,grayscale,850,968,849,967,29.97002997002997,train
teacher,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K4lo0NZDlH8.mp4,4803,4869.0,67.0,2.200000000000017,30.0,msasl_40,True,568.0,320.0,False,False,False,2.2333333333333334,0.0333333333333163,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/teacher/msasl_raw_K4lo0NZDlH8__s004802__e004868__d5b3ca5452d1,67,jpg,224,224,grayscale,4803,4869,4802,4868,30.0,train
eat,asldeafined,kaggle_dataset/videos/18325.mp4,1,72.0,72.0,2.4,29.99583391195668,wlasl_21,True,640.0,480.0,False,False,False,2.4003333333333328,0.0003333333333328,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg_from_raw/eat/18325__s000000__e000071__e6d3586cfb23,72,jpg,224,224,grayscale,1,72,0,71,29.99583391195668,train
