label,source,video_path,start_frame,end_frame,length_frames,duration_sec,fps,signer_id,has_video,video_width,video_height,process_status,process_error,normalized_video_path,input_fps,normalized_fps,input_width,input_height,normalized_width,normalized_height,input_frame_count,normalized_frame_count,input_duration_sec,normalized_duration_sec,normalized_color_mode,split,is_augmented,augmentation_name
accident,signingsavvy,kaggle_dataset/videos/00633.mp4,1,26.0,26.0,0.868,29.97,11,True,288.0,192.0,ok,,normalized_videos/topn_keepfps_224_gray_augmented/accident/00633_norm__drop_every_5.mp4,29.97,29.97,288,192,224,224,26,25,0.8675342008675342,0.8341675008341676,grayscale,train,True,drop_every_5
accident,signingsavvy,kaggle_dataset/videos/00633.mp4,1,26.0,26.0,0.868,29.97,11,True,288.0,192.0,ok,,normalized_videos/topn_keepfps_224_gray_augmented/accident/00633_norm__shift_left_8.mp4,29.97,29.97,288,192,224,224,26,25,0.8675342008675342,0.8341675008341676,grayscale,train,True,shift_left_8
accident,signingsavvy,kaggle_dataset/videos/00633.mp4,1,26.0,26.0,0.868,29.97,11,True,288.0,192.0,ok,,normalized_videos/topn_keepfps_224_gray_augmented/accident/00633_norm__shift_right_8.mp4,29.97,29.97,288,192,224,224,26,25,0.8675342008675342,0.8341675008341676,grayscale,train,True,shift_right_8
accident,signingsavvy,kaggle_dataset/videos/00633.mp4,1,26.0,26.0,0.868,29.97,11,True,288.0,192.0,ok,,normalized_videos/topn_keepfps_224_gray_augmented/accident/00633_norm__shift_up_8.mp4,29.97,29.97,288,192,224,224,26,25,0.8675342008675342,0.8341675008341676,grayscale,train,True,shift_up_8
accident,signingsavvy,kaggle_dataset/videos/00633.mp4,1,26.0,26.0,0.868,29.97,11,True,288.0,192.0,ok,,normalized_videos/topn_keepfps_224_gray_augmented/accident/00633_norm__shift_down_8.mp4,29.97,29.97,288,192,224,224,26,25,0.8675342008675342,0.8341675008341676,grayscale,train,True,shift_down_8
accident,signingsavvy,kaggle_dataset/videos/00633.mp4,1,26.0,26.0,0.868,29.97,11,True,288.0,192.0,ok,,normalized_videos/topn_keepfps_224_gray_augmented/accident/00633_norm__rot_left_5.mp4,29.97,29.97,288,192,224,224,26,25,0.8675342008675342,0.8341675008341676,grayscale,train,True,rot_left_5
accident,signingsavvy,kaggle_dataset/videos/00633.mp4,1,26.0,26.0,0.868,29.97,11,True,288.0,192.0,ok,,normalized_videos/topn_keepfps_224_gray_augmented/accident/00633_norm__rot_right_5.mp4,29.97,29.97,288,192,224,224,26,25,0.8675342008675342,0.8341675008341676,grayscale,train,True,rot_right_5
accident,signingsavvy,kaggle_dataset/videos/00633.mp4,1,26.0,26.0,0.868,29.97,11,True,288.0,192.0,ok,,normalized_videos/topn_keepfps_224_gray_augmented/accident/00633_norm__zoom_in_110.mp4,29.97,29.97,288,192,224,224,26,25,0.8675342008675342,0.8341675008341676,grayscale,train,True,zoom_in_110
accident,signingsavvy,kaggle_dataset/videos/00633.mp4,1,26.0,26.0,0.868,29.97,11,True,288.0,192.0,ok,,normalized_videos/topn_keepfps_224_gray_augmented/accident/00633_norm__zoom_out_90.mp4,29.97,29.97,288,192,224,224,26,25,0.8675342008675342,0.8341675008341676,grayscale,train,True,zoom_out_90
accident,signingsavvy,kaggle_dataset/videos/00634.mp4,1,41.0,41.0,1.368,29.97,11,True,288.0,192.0,ok,,normalized_videos/topn_keepfps_224_gray_augmented/accident/00634_norm__slow_x0_8.mp4,29.97,29.97,288,192,224,224,41,40,1.3680347013680347,1.334668001334668,grayscale,train,True,slow_x0_8
accident,signingsavvy,kaggle_dataset/videos/00634.mp4,1,41.0,41.0,1.368,29.97,11,True,288.0,192.0,ok,,normalized_videos/topn_keepfps_224_gray_augmented/accident/00634_norm__fast_x1_25.mp4,29.97,29.97,288,192,224,224,41,40,1.3680347013680347,1.334668001334668,grayscale,train,True,fast_x1_25
accident,signingsavvy,kaggle_dataset/videos/00634.mp4,1,41.0,41.0,1.368,29.97,11,True,288.0,192.0,ok,,normalized_videos/topn_keepfps_224_gray_augmented/accident/00634_norm__interp_plus20.mp4,29.97,29.97,288,192,224,224,41,40,1.3680347013680347,1.334668001334668,grayscale,train,True,interp_plus20
accident,signingsavvy,kaggle_dataset/videos/00634.mp4,1,41.0,41.0,1.368,29.97,11,True,288.0,192.0,ok,,normalized_videos/topn_keepfps_224_gray_augmented/accident/00634_norm__drop_every_5.mp4,29.97,29.97,288,192,224,224,41,40,1.3680347013680347,1.334668001334668,grayscale,train,True,drop_every_5
accident,signingsavvy,kaggle_dataset/videos/00634.mp4,1,41.0,41.0,1.368,29.97,11,True,288.0,192.0,ok,,normalized_videos/topn_keepfps_224_gray_augmented/accident/00634_norm__shift_left_8.mp4,29.97,29.97,288,192,224,224,41,40,1.3680347013680347,1.334668001334668,grayscale,train,True,shift_left_8
accident,signingsavvy,kaggle_dataset/videos/00634.mp4,1,41.0,41.0,1.368,29.97,11,True,288.0,192.0,ok,,normalized_videos/topn_keepfps_224_gray_augmented/accident/00634_norm__shift_right_8.mp4,29.97,29.97,288,192,224,224,41,40,1.3680347013680347,1.334668001334668,grayscale,train,True,shift_right_8
accident,signingsavvy,kaggle_dataset/videos/00634.mp4,1,41.0,41.0,1.368,29.97,11,True,288.0,192.0,ok,,normalized_videos/topn_keepfps_224_gray_augmented/accident/00634_norm__shift_up_8.mp4,29.97,29.97,288,192,224,224,41,40,1.3680347013680347,1.334668001334668,grayscale,train,True,shift_up_8
accident,signingsavvy,kaggle_dataset/videos/00634.mp4,1,41.0,41.0,1.368,29.97,11,True,288.0,192.0,ok,,normalized_videos/topn_keepfps_224_gray_augmented/accident/00634_norm__shift_down_8.mp4,29.97,29.97,288,192,224,224,41,40,1.3680347013680347,1.334668001334668,grayscale,train,True,shift_down_8
accident,signingsavvy,kaggle_dataset/videos/00634.mp4,1,41.0,41.0,1.368,29.97,11,True,288.0,192.0,ok,,normalized_videos/topn_keepfps_224_gray_augmented/accident/00634_norm__rot_left_5.mp4,29.97,29.97,288,192,224,224,41,40,1.3680347013680347,1.334668001334668,grayscale,train,True,rot_left_5
accident,signingsavvy,kaggle_dataset/videos/00634.mp4,1,41.0,41.0,1.368,29.97,11,True,288.0,192.0,ok,,normalized_videos/topn_keepfps_224_gray_augmented/accident/00634_norm__rot_right_5.mp4,29.97,29.97,288,192,224,224,41,40,1.3680347013680347,1.334668001334668,grayscale,train,True,rot_right_5
