label,source,video_path,start_frame,end_frame,length_frames,duration_sec,fps,signer_id,has_video,video_width,video_height,invalid_duration,invalid_fps,invalid_length_frames,duration_from_frames,consistency_error_sec,is_consistency_outlier,extreme_low_thr,extreme_high_thr,is_extreme_duration,is_anomaly,removal_reason,process_status,process_error,frames_path,frames_count,frame_file_ext,normalized_width,normalized_height,normalized_color_mode,clip_start_frame_src,clip_end_frame_src,clip_start_frame_0based,clip_end_frame_0based,input_fps,split
orange,startasl,kaggle_dataset/videos/40116.mp4,1,79.0,79.0,2.636,29.97,wlasl_36,True,736.0,414.0,False,False,False,2.6359693026359694,3.069736403071843e-05,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/orange/40116__s000000__e000078__7b12bc13b827,79,jpg,224,224,grayscale,1,79,0,78,29.97,test
yes,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,7787,7857.0,71.0,2.335999999999956,29.97,msasl_370,True,640.0,360.0,False,False,False,2.369035702369036,0.0330357023690797,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/yes/msasl_raw_rkQZQhloXuE__s007786__e007856__9511f3b8a109,71,jpg,224,224,grayscale,7787,7857,7786,7856,29.97002997002997,train
father,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_mfrGIHTnKvI.mp4,900,938.0,39.0,1.581000000000003,24.042,msasl_94,True,640.0,360.0,False,False,False,1.6221612178687297,0.0411612178687266,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/father/msasl_raw_mfrGIHTnKvI__s000899__e000937__06d7a392d5d6,39,jpg,224,224,grayscale,900,938,899,937,24.042,train
tired,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_Cv5avR9nEhg.mp4,1868,1948.0,81.0,3.200000000000003,25.0,msasl_12,True,1280.0,720.0,False,False,False,3.24,0.0399999999999973,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/tired/msasl_raw_Cv5avR9nEhg__s001867__e001947__f28edbde2373,81,jpg,224,224,grayscale,1868,1948,1867,1947,25.0,train
finish,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_Tckw40A23Bc.mp4,12982,13061.0,80.0,3.160000000000082,25.0,msasl_77,True,640.0,360.0,False,False,False,3.2,0.0399999999999183,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/finish/msasl_raw_Tckw40A23Bc__s012981__e013060__c7e3ca1e3bef,80,jpg,224,224,grayscale,12982,13061,12981,13060,25.0,train
help,spreadthesign,kaggle_dataset/videos/01621.mp4,1,75.0,75.0,3.0,25.0,wlasl_2,True,320.0,240.0,False,False,False,3.0,0.0,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/help/01621__s000000__e000074__7389a868a030,75,jpg,224,224,grayscale,1,75,0,74,25.0,train
like,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_CxTSVyM-ij0.mp4,9114,9164.0,51.0,1.6680000000000064,29.97,msasl_80,True,640.0,360.0,False,False,False,1.7017017017017018,0.0337017017016954,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/like/msasl_raw_CxTSVyM-ij0__s009113__e009163__6c6fd9085c14,51,jpg,224,224,grayscale,9114,9164,9113,9163,29.97002997002997,train
water,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_9MpYhwIVz-E.mp4,0,100.0,101.0,3.37,29.675,msasl_2,True,640.0,360.0,False,False,False,3.403538331929233,0.033538331929233,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/water/msasl_raw_9MpYhwIVz-E__s000000__e000099__2225087e0116,100,jpg,224,224,grayscale,0,100,0,99,29.675,train
student,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_bTKa4_JwYCk.mp4,0,114.0,115.0,6.655,17.129,msasl_2,True,640.0,360.0,False,False,False,6.7137602895674,0.0587602895673997,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/student/msasl_raw_bTKa4_JwYCk__s000000__e000113__28b77dc24c65,114,jpg,224,224,grayscale,0,114,0,113,17.129182168438614,train
happy,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_TpsMdNqKNpg.mp4,0,40.0,41.0,1.668,23.976,msasl_0,True,480.0,360.0,False,False,False,1.7100433767100434,0.0420433767100434,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/happy/msasl_raw_TpsMdNqKNpg__s000000__e000039__fda612a90ccb,40,jpg,224,224,grayscale,0,40,0,39,23.98907814328436,test
orange,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_V3hT7-PIJz4.mp4,0,92.0,93.0,3.075,29.917,msasl_38,True,480.0,270.0,False,False,False,3.1086004612761973,0.033600461276197,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/orange/msasl_raw_V3hT7-PIJz4__s000000__e000091__3640749c8329,92,jpg,224,224,grayscale,0,92,0,91,29.97002997002997,train
father,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_6UrcyZ-QeiU.mp4,2717,2767.0,51.0,1.668999999999997,29.97,msasl_205,True,640.0,360.0,False,False,False,1.7017017017017018,0.0327017017017048,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/father/msasl_raw_6UrcyZ-QeiU__s002716__e002766__7fb639433473,51,jpg,224,224,grayscale,2717,2767,2716,2766,29.97002997002997,train
spring,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_9RE2NLd_Sgw.mp4,2600,2775.0,176.0,5.840000000000003,29.97,msasl_94,True,1280.0,720.0,False,False,False,5.872539205872539,0.0325392058725357,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/spring/msasl_raw_9RE2NLd_Sgw__s002599__e002774__c27805be106b,176,jpg,224,224,grayscale,2600,2775,2599,2774,29.97002997002997,train
need,asldeafined,kaggle_dataset/videos/37884.mp4,1,95.0,95.0,3.166,30.00315822718181,wlasl_13,True,640.0,480.0,False,False,False,3.166333333333333,0.0003333333333332,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/need/37884__s000000__e000094__896160fb8130,95,jpg,224,224,grayscale,1,95,0,94,30.00315822718181,train
yes,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_-on_5PoBEak.mp4,0,86.0,87.0,3.443,24.975,msasl_87,True,1280.0,720.0,False,False,False,3.483483483483483,0.040483483483483,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/yes/msasl_raw_-on_5PoBEak__s000000__e000085__f06167fa5822,86,jpg,224,224,grayscale,0,86,0,85,24.975024975024976,train
father,spreadthesign,kaggle_dataset/videos/21204.mp4,1,83.0,83.0,3.32,25.0,wlasl_37,True,320.0,240.0,False,False,False,3.32,0.0,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/father/21204__s000000__e000082__57ad86bc083b,83,jpg,224,224,grayscale,1,83,0,82,25.0,train
table,asldeafined,kaggle_dataset/videos/15775.mp4,1,61.0,61.0,2.033,30.0,wlasl_59,True,640.0,480.0,False,False,False,2.033333333333333,0.0003333333333332,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/table/15775__s000000__e000060__2d6b907a0359,61,jpg,224,224,grayscale,1,61,0,60,30.0,train
bird,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_mj1QB3wY84w.mp4,665,727.0,63.0,2.068999999999999,29.97,msasl_22,True,640.0,360.0,False,False,False,2.1021021021021022,0.0331021021021031,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/bird/msasl_raw_mj1QB3wY84w__s000664__e000726__aa8792d64598,63,jpg,224,224,grayscale,665,727,664,726,29.97002997002997,train
man,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_p8OYydc3WQM.mp4,5957,6076.0,120.0,3.971000000000004,29.97,msasl_262,True,640.0,360.0,False,False,False,4.004004004004004,0.0330040040040002,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/man/msasl_raw_p8OYydc3WQM__s005956__e006075__90c369847be1,120,jpg,224,224,grayscale,5957,6076,5956,6075,29.97002997002997,train
mother,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_ktkz1BUzs48.mp4,793,840.0,48.0,1.5679999999999978,29.97,msasl_26,True,1280.0,720.0,False,False,False,1.6016016016016017,0.0336016016016038,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/mother/msasl_raw_ktkz1BUzs48__s000792__e000839__a466351b703c,48,jpg,224,224,grayscale,793,840,792,839,29.97002997002997,val
need,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw__LGqHR3FhL8.mp4,14823,14893.0,71.0,2.3360000000000127,29.97,msasl_80,True,640.0,360.0,False,False,False,2.369035702369036,0.0330357023690228,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/need/msasl_raw__LGqHR3FhL8__s014822__e014892__459f2fe43058,71,jpg,224,224,grayscale,14823,14893,14822,14892,29.97002997002997,train
water,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_fzroOSp32S4.mp4,1966,2115.0,150.0,4.970999999999989,29.97,msasl_94,True,1280.0,720.0,False,False,False,5.005005005005005,0.0340050050050155,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/water/msasl_raw_fzroOSp32S4__s001965__e002114__dc6143017f46,150,jpg,224,224,grayscale,1966,2115,1965,2114,29.97002997002997,train
spring,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_BD1aiEB8sK8.mp4,2726,2816.0,91.0,3.003,29.97,msasl_233,True,640.0,360.0,False,False,False,3.0363697030363697,0.0333697030363695,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/spring/msasl_raw_BD1aiEB8sK8__s002725__e002815__1a1d51baf8f2,91,jpg,224,224,grayscale,2726,2816,2725,2815,29.97002997002997,train
finish,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_p36hZJQpLoQ.mp4,4130,4223.0,94.0,3.1030000000000086,29.97,msasl_215,True,1280.0,720.0,False,False,False,3.1364698031364697,0.033469803136461,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/finish/msasl_raw_p36hZJQpLoQ__s004129__e004222__83125ec29c4b,94,jpg,224,224,grayscale,4130,4223,4129,4222,29.97002997002997,train
teacher,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_my4mxg6lXYQ.mp4,12626,12703.0,78.0,2.569000000000017,29.97,msasl_124,True,1280.0,720.0,False,False,False,2.6026026026026026,0.0336026026025857,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/teacher/msasl_raw_my4mxg6lXYQ__s012625__e012702__721858addb5c,78,jpg,224,224,grayscale,12626,12703,12625,12702,29.97002997002997,train
sit,aslsignbank,kaggle_dataset/videos/65328.mp4,1,59.0,59.0,2.461,23.97605104054256,wlasl_90,True,656.0,370.0,False,False,False,2.460788888888888,0.0002111111111116,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/sit/65328__s000000__e000058__be9a2b4b305d,59,jpg,224,224,grayscale,1,59,0,58,23.976051040542558,train
again,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_3RB642y8sgo.mp4,14909,14979.0,71.0,2.344000000000051,29.868,msasl_230,True,320.0,240.0,False,False,False,2.3771260211597696,0.0331260211597186,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/again/msasl_raw_3RB642y8sgo__s014908__e014978__65b1449a0e22,71,jpg,224,224,grayscale,14909,14979,14908,14978,30.0,val
finish,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_1v-MqrbC5Js.mp4,2180,2234.0,55.0,1.8019999999999925,29.97,msasl_26,True,1280.0,720.0,False,False,False,1.8351685018351689,0.0331685018351761,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/finish/msasl_raw_1v-MqrbC5Js__s002179__e002233__cf8ab9f575ae,55,jpg,224,224,grayscale,2180,2234,2179,2233,29.97002997002997,val
cousin,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_fJVwZyjEa4k.mp4,2480,2597.0,118.0,3.9040000000000106,29.97,msasl_41,True,202.0,360.0,False,False,False,3.937270603937271,0.0332706039372601,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/cousin/msasl_raw_fJVwZyjEa4k__s002479__e002596__01d6ca609548,118,jpg,224,224,grayscale,2480,2597,2479,2596,29.97002997002997,train
father,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_25ymRY7hbjs.mp4,3723,3846.0,124.0,4.103999999999999,29.97,msasl_72,True,626.0,360.0,False,False,False,4.137470804137471,0.0334708041374716,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/father/msasl_raw_25ymRY7hbjs__s003722__e003845__15546936d03e,124,jpg,224,224,grayscale,3723,3846,3722,3845,29.97002997002997,train
man,signschool,kaggle_dataset/videos/34736.mp4,1,31.0,31.0,1.293,23.97607548596669,wlasl_4,True,1920.0,1080.0,False,False,False,1.2929555555555556,4.444444444429152e-05,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/man/34736__s000000__e000030__477fc48f7478,31,jpg,224,224,grayscale,1,31,0,30,23.97607548596669,train
again,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_UoITyyziLOw.mp4,6431,6519.0,89.0,2.936000000000007,29.97,msasl_160,True,640.0,360.0,False,False,False,2.9696363029696364,0.0336363029696293,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/again/msasl_raw_UoITyyziLOw__s006430__e006518__af4ca08dfcf1,89,jpg,224,224,grayscale,6431,6519,6430,6518,29.970090947933837,train
mother,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_iHR2uV-Uxc8.mp4,2072,2115.0,44.0,1.4339999999999975,29.97,msasl_349,True,640.0,360.0,False,False,False,1.4681348014681348,0.0341348014681373,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/mother/msasl_raw_iHR2uV-Uxc8__s002071__e002114__c0979b062686,44,jpg,224,224,grayscale,2072,2115,2071,2114,29.97002997002997,train
tired,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_q_p38s5JsXo.mp4,3495,3551.0,57.0,2.2399999999999807,25.0,msasl_12,True,1280.0,720.0,False,False,False,2.28,0.0400000000000191,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/tired/msasl_raw_q_p38s5JsXo__s003494__e003550__a7d687da08ad,57,jpg,224,224,grayscale,3495,3551,3494,3550,25.0,train
fish,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_-rMYWv4caVo.mp4,30,220.0,191.0,6.34,29.97,msasl_144,True,480.0,360.0,False,False,False,6.37303970637304,0.0330397063730396,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/fish/msasl_raw_-rMYWv4caVo__s000029__e000219__594a755d32f4,191,jpg,224,224,grayscale,30,220,29,219,29.97002997002997,train
tired,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_ZG4u7LDCN8A.mp4,2328,2462.0,135.0,5.359999999999999,25.0,msasl_172,True,640.0,360.0,False,False,False,5.4,0.0400000000000009,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/tired/msasl_raw_ZG4u7LDCN8A__s002327__e002461__8e84a99b274a,135,jpg,224,224,grayscale,2328,2462,2327,2461,25.0,train
finish,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_oonCVbzm2UE.mp4,385,438.0,54.0,2.210000000000001,23.976,msasl_73,True,640.0,360.0,False,False,False,2.2522522522522523,0.0422522522522514,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/finish/msasl_raw_oonCVbzm2UE__s000384__e000437__f79f70e96e83,54,jpg,224,224,grayscale,385,438,384,437,23.976023976023978,train
yes,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_nvaS2J5mcEk.mp4,11448,11532.0,85.0,2.8029999999999973,29.97,msasl_417,True,202.0,360.0,False,False,False,2.836169502836169,0.0331695028361722,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/yes/msasl_raw_nvaS2J5mcEk__s011447__e011531__6cd93ed4fff8,85,jpg,224,224,grayscale,11448,11532,11447,11531,29.97002997002997,train
sit,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_XtkDeYBnR8o.mp4,4230,4413.0,184.0,6.106000000000023,29.97,msasl_309,True,640.0,360.0,False,False,False,6.139472806139473,0.03347280613945,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/sit/msasl_raw_XtkDeYBnR8o__s004229__e004412__cb7edd2316ba,184,jpg,224,224,grayscale,4230,4413,4229,4412,29.97002997002997,val
no,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_RMUydgQr9TE.mp4,874,918.0,45.0,1.4690000000000012,29.97,msasl_26,True,1280.0,720.0,False,False,False,1.5015015015015016,0.0325015015015004,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/no/msasl_raw_RMUydgQr9TE__s000873__e000917__b29e6690cc16,45,jpg,224,224,grayscale,874,918,873,917,29.97002997002997,val
need,startasl,kaggle_dataset/videos/37419.mp4,1,42.0,42.0,1.401,29.97002997002997,wlasl_38,True,1280.0,720.0,False,False,False,1.4014,0.0003999999999999,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/need/37419__s000000__e000041__236ab0bdb5d4,42,jpg,224,224,grayscale,1,42,0,41,29.97002997002997,train
yes,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_q_p38s5JsXo.mp4,975,1041.0,67.0,2.640000000000001,25.0,msasl_12,True,1280.0,720.0,False,False,False,2.68,0.0399999999999991,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/yes/msasl_raw_q_p38s5JsXo__s000974__e001040__16ad63dbd44a,67,jpg,224,224,grayscale,975,1041,974,1040,25.0,train
what,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_HUMEcnkvhJU.mp4,37241,37440.0,200.0,6.6400000000001,29.97,msasl_251,True,640.0,360.0,False,False,False,6.673340006673341,0.0333400066732405,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/what/msasl_raw_HUMEcnkvhJU__s037240__e037439__21acfac042cf,200,jpg,224,224,grayscale,37241,37440,37240,37439,29.97002997002997,train
finish,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_JDc62QM6-GU.mp4,0,98.0,99.0,3.267,30.0,msasl_87,True,1280.0,720.0,False,False,False,3.3,0.0329999999999999,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/finish/msasl_raw_JDc62QM6-GU__s000000__e000097__a20c88743c6c,98,jpg,224,224,grayscale,0,98,0,97,30.0,train
eat,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_XtkDeYBnR8o.mp4,711,771.0,61.0,2.001999999999999,29.97,msasl_309,True,640.0,360.0,False,False,False,2.035368702035369,0.0333687020353696,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/eat/msasl_raw_XtkDeYBnR8o__s000710__e000770__843a9e4786ab,61,jpg,224,224,grayscale,711,771,710,770,29.97002997002997,val
water,spreadthesign,kaggle_dataset/videos/62500.mp4,1,111.0,111.0,3.704,29.97002997002997,wlasl_28,True,320.0,240.0,False,False,False,3.7037,0.0003000000000001,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/water/62500__s000000__e000110__b06a7735e366,111,jpg,224,224,grayscale,1,111,0,110,29.97002997002997,train
bird,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_h2lAn0iosEo.mp4,0,61.0,62.0,2.06,29.613,msasl_2,True,640.0,360.0,False,False,False,2.09367507513592,0.0336750751359198,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/bird/msasl_raw_h2lAn0iosEo__s000000__e000060__d585ef0f079f,61,jpg,224,224,grayscale,0,61,0,60,29.613,train
spring,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw__qRft6V2XC0.mp4,2107,2163.0,57.0,1.867999999999995,29.97,msasl_203,True,640.0,360.0,False,False,False,1.901901901901902,0.0339019019019068,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/spring/msasl_raw__qRft6V2XC0__s002106__e002162__7ce8b7527144,57,jpg,224,224,grayscale,2107,2163,2106,2162,29.97002997002997,train
spring,aslsearch,kaggle_dataset/videos/25852.mp4,1,78.0,78.0,2.569,30.359615059935845,wlasl_41,True,720.0,400.0,False,False,False,2.5692025358692026,0.0002025358692026,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/spring/25852__s000000__e000077__1ff2a2f65525,78,jpg,224,224,grayscale,1,78,0,77,30.359615059935845,train
eat,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_OmylSinUxns.mp4,0,68.0,69.0,2.269,29.97,msasl_0,True,1280.0,720.0,False,False,False,2.3023023023023024,0.0333023023023022,False,0.4669999999999996,8.125,False,False,,ok,,normalized_frames/topn_224_gray_jpg/eat/msasl_raw_OmylSinUxns__s000000__e000067__e2c590669bef,68,jpg,224,224,grayscale,0,68,0,67,29.97002997002997,test
