label,source,video_path,start_frame,end_frame,length_frames,duration_sec,fps,signer_id,has_video,video_width,video_height
brother,msasl,,3351,3417,67.0,2.201999999999998,29.97,8,False,640.0,360.0
grandmother,msasl,,3436,3492,57.0,1.8680000000000088,29.97,8,False,640.0,360.0
grandfather,msasl,,3510,3580,71.0,2.3359999999999985,29.97,8,False,640.0,360.0
aunt,msasl,,3600,3664,65.0,2.134999999999991,29.97,8,False,640.0,360.0
uncle,msasl,,3682,3760,79.0,2.6030000000000086,29.97,8,False,640.0,360.0
cousin,msasl,,3778,3845,68.0,2.23599999999999,29.97,8,False,640.0,360.0
i love you,msasl,,0,117,118.0,3.904,29.97,27,False,640.0,360.0
warm,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_3vH-22ZBt7w.mp4,195,316,122.0,4.038,29.97,144,True,480.0,360.0
warm,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_3vH-22ZBt7w.mp4,393,451,59.0,1.9350000000000005,29.97,144,True,480.0,360.0
stand,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_o1XWGA4KCNU.mp4,0,53,54.0,1.768,29.97,173,True,636.0,360.0
wait,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_Sy1FdTFzul8.mp4,0,79,80.0,3.16,25.0,0,True,480.0,360.0
business,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_oQGNnu24SEE.mp4,0,56,57.0,1.868,29.974,0,True,640.0,360.0
blue,msasl,,0,89,90.0,2.97,29.97,1,False,640.0,360.0
can,msasl,,0,79,80.0,2.636,29.97,52,False,640.0,360.0
throw,msasl,,0,26,27.0,0.868,29.97,4,False,640.0,360.0
fire,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_pWO_1CT3QWk.mp4,0,55,56.0,1.835,29.97,0,True,1280.0,720.0
home,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_B_H3Xg4XiB8.mp4,0,83,84.0,2.767,30.0,112,True,640.0,360.0
any,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_Dbq2emMTZE0.mp4,0,80,81.0,2.669,29.97,0,True,540.0,360.0
win,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_Yqom91cTkZE.mp4,0,65,66.0,2.6,25.0,0,True,1280.0,720.0
socks,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_oOJKizLq4jQ.mp4,70,190,121.0,4.009,29.933,144,True,480.0,360.0
socks,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_oOJKizLq4jQ.mp4,190,320,131.0,4.343000000000001,29.933,144,True,480.0,360.0
gone,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_LA36HscT8Bo.mp4,0,93,94.0,3.103,29.97,0,True,640.0,360.0
rude,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_hlOPlBd6F5Q.mp4,0,65,66.0,2.169,29.97,0,True,1280.0,720.0
bake,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_Q0vD9t1u5bI.mp4,0,69,70.0,2.302,29.97,0,True,640.0,360.0
help,msasl,,0,102,103.0,3.4,30.003,27,False,640.0,360.0
wine,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_d809az7DnpU.mp4,0,85,86.0,3.4,25.0,152,True,500.0,284.0
norway,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_FtAToIc1rAA.mp4,0,81,82.0,2.703,29.97,0,True,640.0,360.0
hearing,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_djZwwts-OiA.mp4,0,107,108.0,3.577,29.917,38,True,480.0,270.0
spain,msasl,,0,33,34.0,1.101,29.97,4,False,640.0,360.0
elementary school,msasl,,696,832,137.0,4.538,29.97,328,False,640.0,360.0
center school,msasl,,860,1003,144.0,4.771999999999999,29.97,328,False,640.0,360.0
high school,msasl,,1025,1113,89.0,2.936,29.97,328,False,640.0,360.0
gallaudet,msasl,,2884,2965,82.0,2.703000000000003,29.97,328,False,640.0,360.0
english,msasl,,6039,6100,62.0,2.0360000000000014,29.97,328,False,640.0,360.0
spanish,msasl,,6123,6244,122.0,4.037000000000006,29.97,328,False,640.0,360.0
france,msasl,,6468,6538,71.0,2.335000000000008,29.97,328,False,640.0,360.0
sign language,msasl,,6561,6651,91.0,3.002999999999986,29.97,328,False,640.0,360.0
not,msasl,,7576,7627,52.0,1.7019999999999982,29.97,328,False,640.0,360.0
oh i see,msasl,,7795,7872,78.0,2.56899999999996,29.97,328,False,640.0,360.0
remember,msasl,,7895,7947,53.0,1.7350000000000136,29.97,328,False,640.0,360.0
forget,msasl,,7969,8035,67.0,2.201999999999998,29.97,328,False,640.0,360.0
ball,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_e8pEvhbngbc.mp4,0,79,80.0,2.636,29.97,0,True,640.0,360.0
25,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_atnHjWFYzds.mp4,0,72,73.0,2.88,25.0,0,True,480.0,360.0
in,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_YirRi12-zWo.mp4,0,102,103.0,3.403,29.97,0,True,1280.0,720.0
fish,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_jsF87QSfxpg.mp4,20,80,61.0,2.069,29.0,435,True,640.0,360.0
stand,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_KhhowNO7Ywk.mp4,0,72,73.0,2.402,29.97,0,True,640.0,360.0
fly,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_qxkNda-oprk.mp4,50,140,91.0,3.003,29.97,144,True,480.0,360.0
fly,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_qxkNda-oprk.mp4,140,290,151.0,5.005,29.97,144,True,480.0,360.0
bed,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_a80af5anctI.mp4,0,38,39.0,1.52,25.0,0,True,480.0,360.0
marry,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_UoDIBaGyhP8.mp4,0,74,75.0,2.467,30.0,135,True,480.0,360.0
enjoy,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_Uo_AUbP0O9g.mp4,0,92,93.0,3.07,29.97,0,True,1280.0,720.0
meet,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_AsdBSknwrjg.mp4,0,121,122.0,4.045,29.917,38,True,480.0,270.0
brown,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_b_ugQdfY424.mp4,10,70,61.0,2.069,29.0,436,True,640.0,360.0
spider,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_IDVjv1e1P44.mp4,0,86,87.0,3.44,25.0,13,True,640.0,360.0
cafeteria,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_Ui6Och8SrRU.mp4,0,134,135.0,4.53,29.583,2,True,640.0,360.0
jacket,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_2m-0FbIn7wE.mp4,0,80,81.0,2.667,30.0,62,True,640.0,360.0
cereal,msasl,,0,126,127.0,4.2,30.0,27,False,640.0,360.0
tiger,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_XPIDw_cNSFA.mp4,130,260,131.0,4.344,29.928,144,True,480.0,360.0
tiger,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_XPIDw_cNSFA.mp4,260,390,131.0,4.343,29.928,144,True,480.0,360.0
south,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_lyxKZxUOFwE.mp4,0,89,90.0,3.56,25.0,0,True,480.0,360.0
dining room,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_zk2nKD4U4JU.mp4,0,102,103.0,3.444,29.617,2,True,640.0,360.0
dining room,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_zk2nKD4U4JU.mp4,136,240,105.0,3.511,29.617,2,True,640.0,360.0
happy,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_bCVQXygujmo.mp4,0,122,123.0,4.12,29.613,2,True,640.0,360.0
not like,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_yYt4hmEAxbM.mp4,0,81,82.0,3.24,25.0,0,True,480.0,360.0
banana,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_RNcmcfEJAK0.mp4,0,83,84.0,2.767,30.0,0,True,320.0,240.0
hit,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_TdhGSBisBXg.mp4,0,49,50.0,1.635,29.97,0,True,1280.0,720.0
work,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_7cElz9Qy2bk.mp4,0,79,80.0,2.633,30.0,0,True,320.0,240.0
actor,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,432,555,124.0,4.919999999999998,25.0,12,True,480.0,360.0
actor,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,555,712,158.0,6.280000000000001,25.0,12,True,480.0,360.0
live,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,746,816,71.0,2.8000000000000007,25.0,12,True,480.0,360.0
live,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,846,928,83.0,3.279999999999994,25.0,12,True,480.0,360.0
america,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,957,1057,101.0,4.0,25.0,12,True,480.0,360.0
america,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,1078,1207,130.0,5.160000000000004,25.0,12,True,480.0,360.0
beach,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,2366,2470,105.0,4.159999999999997,25.0,12,True,480.0,360.0
beach,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,2500,2605,106.0,4.200000000000003,25.0,12,True,480.0,360.0
birthday,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,2639,2716,78.0,3.0799999999999983,25.0,12,True,480.0,360.0
birthday,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,2716,2824,109.0,4.319999999999993,25.0,12,True,480.0,360.0
black,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,2846,2937,92.0,3.640000000000001,25.0,12,True,480.0,360.0
black,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,2937,3053,117.0,4.640000000000001,25.0,12,True,480.0,360.0
blue,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,3060,3172,113.0,4.47999999999999,25.0,12,True,480.0,360.0
blue,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,3172,3272,101.0,4.0,25.0,12,True,480.0,360.0
brown,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,3774,3859,86.0,3.4000000000000057,25.0,12,True,480.0,360.0
brown,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,3859,3967,109.0,4.319999999999993,25.0,12,True,480.0,360.0
celebrate,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,4366,4478,113.0,4.480000000000018,25.0,12,True,480.0,360.0
celebrate,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,4505,4656,152.0,6.0400000000000205,25.0,12,True,480.0,360.0
christmas,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,4678,4806,129.0,5.1200000000000045,25.0,12,True,480.0,360.0
christmas,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,4806,4944,139.0,5.519999999999982,25.0,12,True,480.0,360.0
city,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,4980,5072,93.0,3.680000000000007,25.0,12,True,480.0,360.0
city,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,5072,5183,112.0,4.439999999999998,25.0,12,True,480.0,360.0
color,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,5835,6035,201.0,8.0,25.0,12,True,480.0,360.0
cool,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,6271,6351,81.0,3.1999999999999886,25.0,12,True,480.0,360.0
cool,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,6391,6466,76.0,3.0,25.0,12,True,480.0,360.0
dark,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,6690,6775,86.0,3.3999999999999773,25.0,12,True,480.0,360.0
dark,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,6775,6881,107.0,4.240000000000009,25.0,12,True,480.0,360.0
easter,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,7558,7678,121.0,4.800000000000011,25.0,12,True,480.0,360.0
easter,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,7678,7796,119.0,4.71999999999997,25.0,12,True,480.0,360.0
email,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,8087,8141,55.0,2.159999999999968,25.0,12,True,480.0,360.0
email,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,8141,8226,86.0,3.400000000000034,25.0,12,True,480.0,360.0
email,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,8343,8398,56.0,2.1999999999999886,25.0,12,True,480.0,360.0
email,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,8398,8461,64.0,2.519999999999982,25.0,12,True,480.0,360.0
autumn,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,8566,8755,190.0,7.560000000000002,25.0,12,True,480.0,360.0
far,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,8775,8855,81.0,3.1999999999999886,25.0,12,True,480.0,360.0
far,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,8885,8962,78.0,3.080000000000041,25.0,12,True,480.0,360.0
from,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,9201,9401,201.0,8.0,25.0,12,True,480.0,360.0
gray,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,9419,9531,113.0,4.480000000000018,25.0,12,True,480.0,360.0
gray,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_K8c-np9zNT8.mp4,9531,9649,119.0,4.71999999999997,25.0,12,True,480.0,360.0
