video_key,url_norm,local_video_path,has_video,download_status,attempts_used,error_message,fps_out,frame_count_out,video_width_out,video_height_out,duration_sec_out
Y5q-PccHNHo,https://www.youtube.com/watch?v=Y5q-PccHNHo,MS-ASL/videos_MS-ASL/msasl_raw_Y5q-PccHNHo.mp4,True,already_exists,0,,29.97002997002997,79.0,540.0,360.0,2.6359666666666666
fv1nQoXRlsI,https://www.youtube.com/watch?v=fv1nQoXRlsI,MS-ASL/videos_MS-ASL/msasl_raw_fv1nQoXRlsI.mp4,True,already_exists,0,,25.0,50.0,480.0,360.0,2.0
PIfDfi4Qx60,https://www.youtube.com/watch?v=PIfDfi4Qx60,MS-ASL/videos_MS-ASL/msasl_raw_PIfDfi4Qx60.mp4,True,already_exists,0,,29.97002997002997,74.0,640.0,360.0,2.469133333333333
GYWm0gdybFA,https://www.youtube.com/watch?v=GYWm0gdybFA,MS-ASL/videos_MS-ASL/msasl_raw_GYWm0gdybFA.mp4,True,already_exists,0,,30.0,111.0,640.0,360.0,3.7
NNZD9RAgL4w,https://www.youtube.com/watch?v=NNZD9RAgL4w,MS-ASL/videos_MS-ASL/msasl_raw_NNZD9RAgL4w.mp4,True,already_exists,0,,29.97002997002997,88.0,640.0,360.0,2.9362666666666666
Bn7j1v1ksl0,https://www.youtube.com/watch?v=Bn7j1v1ksl0,MS-ASL/videos_MS-ASL/msasl_raw_Bn7j1v1ksl0.mp4,True,already_exists,0,,25.0,92.0,480.0,360.0,3.68
sKbKzPIaFNA,https://www.youtube.com/watch?v=sKbKzPIaFNA,MS-ASL/videos_MS-ASL/msasl_raw_sKbKzPIaFNA.mp4,True,already_exists,0,,25.0,75.0,480.0,360.0,3.0
fQ58eciJmCY,https://www.youtube.com/watch?v=fQ58eciJmCY,MS-ASL/videos_MS-ASL/msasl_raw_fQ58eciJmCY.mp4,True,already_exists,0,,30.0,69.0,320.0,240.0,2.3
J7tP98oDxqE,https://www.youtube.com/watch?v=J7tP98oDxqE,MS-ASL/videos_MS-ASL/msasl_raw_J7tP98oDxqE.mp4,True,already_exists,0,,25.0,67.0,480.0,360.0,2.68
bUezx9Zp16E,https://www.youtube.com/watch?v=bUezx9Zp16E,MS-ASL/videos_MS-ASL/msasl_raw_bUezx9Zp16E.mp4,True,already_exists,0,,25.0,72.0,640.0,360.0,2.88
SVWABYmFdhs,https://www.youtube.com/watch?v=SVWABYmFdhs,MS-ASL/videos_MS-ASL/msasl_raw_SVWABYmFdhs.mp4,True,already_exists,0,,29.595,118.0,640.0,360.0,3.987159993242102
FL6MaUJmIkA,https://www.youtube.com/watch?v=FL6MaUJmIkA,MS-ASL/videos_MS-ASL/msasl_raw_FL6MaUJmIkA.mp4,True,already_exists,0,,29.97002997002997,82.0,640.0,360.0,2.736066666666667
S2cqitZ0qes,https://www.youtube.com/watch?v=S2cqitZ0qes,MS-ASL/videos_MS-ASL/msasl_raw_S2cqitZ0qes.mp4,True,already_exists,0,,25.0,75.0,480.0,360.0,3.0
iJuIO4n0-VU,https://www.youtube.com/watch?v=iJuIO4n0-VU,MS-ASL/videos_MS-ASL/msasl_raw_iJuIO4n0-VU.mp4,True,already_exists,0,,29.669,109.0,640.0,360.0,3.673868347433348
jQb9NL9_S6U,https://www.youtube.com/watch?v=jQb9NL9_S6U,MS-ASL/videos_MS-ASL/msasl_raw_jQb9NL9_S6U.mp4,True,already_exists,0,,25.0,20014.0,640.0,358.0,800.56
IgT0jDp56ZM,https://www.youtube.com/watch?v=IgT0jDp56ZM,MS-ASL/videos_MS-ASL/msasl_raw_IgT0jDp56ZM.mp4,True,already_exists,0,,29.97002997002997,121.0,640.0,360.0,4.037366666666666
Q0vD9t1u5bI,https://www.youtube.com/watch?v=Q0vD9t1u5bI,MS-ASL/videos_MS-ASL/msasl_raw_Q0vD9t1u5bI.mp4,True,already_exists,0,,29.97002997002997,70.0,640.0,360.0,2.3356666666666666
5WevUel4BPk,https://www.youtube.com/watch?v=5WevUel4BPk,MS-ASL/videos_MS-ASL/msasl_raw_5WevUel4BPk.mp4,True,already_exists,0,,29.602714354777824,149.0,640.0,360.0,5.033322222222222
hlOPlBd6F5Q,https://www.youtube.com/watch?v=hlOPlBd6F5Q,MS-ASL/videos_MS-ASL/msasl_raw_hlOPlBd6F5Q.mp4,True,already_exists,0,,29.97002997002997,66.0,640.0,360.0,2.2022
V_dT923VQ70,https://www.youtube.com/watch?v=V_dT923VQ70,MS-ASL/videos_MS-ASL/msasl_raw_V_dT923VQ70.mp4,True,already_exists,0,,29.97002997002997,76.0,640.0,360.0,2.5358666666666667
B_H3Xg4XiB8,https://www.youtube.com/watch?v=B_H3Xg4XiB8,MS-ASL/videos_MS-ASL/msasl_raw_B_H3Xg4XiB8.mp4,True,already_exists,0,,14.892,42.0,640.0,360.0,2.8203062046736505
Dbq2emMTZE0,https://www.youtube.com/watch?v=Dbq2emMTZE0,MS-ASL/videos_MS-ASL/msasl_raw_Dbq2emMTZE0.mp4,True,already_exists,0,,29.97002997002997,81.0,540.0,360.0,2.7027
Yqom91cTkZE,https://www.youtube.com/watch?v=Yqom91cTkZE,MS-ASL/videos_MS-ASL/msasl_raw_Yqom91cTkZE.mp4,True,already_exists,0,,25.0,66.0,640.0,360.0,2.64
Sy1FdTFzul8,https://www.youtube.com/watch?v=Sy1FdTFzul8,MS-ASL/videos_MS-ASL/msasl_raw_Sy1FdTFzul8.mp4,True,already_exists,0,,25.0,81.0,480.0,360.0,3.24
NBqpHJiufXU,https://www.youtube.com/watch?v=NBqpHJiufXU,MS-ASL/videos_MS-ASL/msasl_raw_NBqpHJiufXU.mp4,True,already_exists,0,,29.97002997002997,81.0,640.0,360.0,2.7027
oQGNnu24SEE,https://www.youtube.com/watch?v=oQGNnu24SEE,MS-ASL/videos_MS-ASL/msasl_raw_oQGNnu24SEE.mp4,True,already_exists,0,,29.97002997002997,58.0,640.0,360.0,1.9352666666666667
jrQalROeZtg,https://www.youtube.com/watch?v=jrQalROeZtg,MS-ASL/videos_MS-ASL/msasl_raw_jrQalROeZtg.mp4,True,already_exists,0,,30.0,99.0,640.0,360.0,3.3
XCiFsGrb_Nk,https://www.youtube.com/watch?v=XCiFsGrb_Nk,MS-ASL/videos_MS-ASL/msasl_raw_XCiFsGrb_Nk.mp4,True,already_exists,0,,29.97002997002997,77.0,640.0,360.0,2.5692333333333335
I1o0fccwWSg,https://www.youtube.com/watch?v=I1o0fccwWSg,MS-ASL/videos_MS-ASL/msasl_raw_I1o0fccwWSg.mp4,True,already_exists,0,,29.645,117.0,640.0,360.0,3.946702648001349
oOJKizLq4jQ,https://www.youtube.com/watch?v=oOJKizLq4jQ,MS-ASL/videos_MS-ASL/msasl_raw_oOJKizLq4jQ.mp4,True,already_exists,0,,30.00616813613439,827.0,480.0,360.0,27.561
d809az7DnpU,https://www.youtube.com/watch?v=d809az7DnpU,MS-ASL/videos_MS-ASL/msasl_raw_d809az7DnpU.mp4,True,already_exists,0,,25.0,85.0,500.0,284.0,3.4
3vH-22ZBt7w,https://www.youtube.com/watch?v=3vH-22ZBt7w,MS-ASL/videos_MS-ASL/msasl_raw_3vH-22ZBt7w.mp4,True,already_exists,0,,29.97002997002997,956.0,480.0,360.0,31.898533333333333
o1XWGA4KCNU,https://www.youtube.com/watch?v=o1XWGA4KCNU,MS-ASL/videos_MS-ASL/msasl_raw_o1XWGA4KCNU.mp4,True,already_exists,0,,29.97002997002997,54.0,636.0,360.0,1.8018
jsF87QSfxpg,https://www.youtube.com/watch?v=jsF87QSfxpg,MS-ASL/videos_MS-ASL/msasl_raw_jsF87QSfxpg.mp4,True,already_exists,0,,29.0,173.0,640.0,360.0,5.9655172413793105
atnHjWFYzds,https://www.youtube.com/watch?v=atnHjWFYzds,MS-ASL/videos_MS-ASL/msasl_raw_atnHjWFYzds.mp4,True,already_exists,0,,25.0,74.0,480.0,360.0,2.96
UoDIBaGyhP8,https://www.youtube.com/watch?v=UoDIBaGyhP8,MS-ASL/videos_MS-ASL/msasl_raw_UoDIBaGyhP8.mp4,True,already_exists,0,,30.0,76.0,480.0,360.0,2.533333333333333
b_ugQdfY424,https://www.youtube.com/watch?v=b_ugQdfY424,MS-ASL/videos_MS-ASL/msasl_raw_b_ugQdfY424.mp4,True,already_exists,0,,29.0,156.0,640.0,360.0,5.379310344827586
YirRi12-zWo,https://www.youtube.com/watch?v=YirRi12-zWo,MS-ASL/videos_MS-ASL/msasl_raw_YirRi12-zWo.mp4,True,already_exists,0,,29.97002997002997,103.0,640.0,360.0,3.4367666666666667
a80af5anctI,https://www.youtube.com/watch?v=a80af5anctI,MS-ASL/videos_MS-ASL/msasl_raw_a80af5anctI.mp4,True,already_exists,0,,25.0,39.0,480.0,360.0,1.56
KhhowNO7Ywk,https://www.youtube.com/watch?v=KhhowNO7Ywk,MS-ASL/videos_MS-ASL/msasl_raw_KhhowNO7Ywk.mp4,True,already_exists,0,,29.97002997002997,73.0,640.0,360.0,2.435766666666667
Ui6Och8SrRU,https://www.youtube.com/watch?v=Ui6Och8SrRU,MS-ASL/videos_MS-ASL/msasl_raw_Ui6Och8SrRU.mp4,True,already_exists,0,,29.583,135.0,640.0,360.0,4.563431700638881
qxkNda-oprk,https://www.youtube.com/watch?v=qxkNda-oprk,MS-ASL/videos_MS-ASL/msasl_raw_qxkNda-oprk.mp4,True,already_exists,0,,29.97002997002997,659.0,480.0,360.0,21.988633333333333
djZwwts-OiA,https://www.youtube.com/watch?v=djZwwts-OiA,MS-ASL/videos_MS-ASL/msasl_raw_djZwwts-OiA.mp4,True,already_exists,0,,29.97002997002997,121.0,640.0,360.0,4.037366666666666
e8pEvhbngbc,https://www.youtube.com/watch?v=e8pEvhbngbc,MS-ASL/videos_MS-ASL/msasl_raw_e8pEvhbngbc.mp4,True,already_exists,0,,29.97002997002997,81.0,640.0,360.0,2.7027
FtAToIc1rAA,https://www.youtube.com/watch?v=FtAToIc1rAA,MS-ASL/videos_MS-ASL/msasl_raw_FtAToIc1rAA.mp4,True,already_exists,0,,29.97002997002997,83.0,640.0,360.0,2.769433333333333
TdhGSBisBXg,https://www.youtube.com/watch?v=TdhGSBisBXg,MS-ASL/videos_MS-ASL/msasl_raw_TdhGSBisBXg.mp4,True,already_exists,0,,29.97002997002997,52.0,640.0,360.0,1.7350666666666668
lyxKZxUOFwE,https://www.youtube.com/watch?v=lyxKZxUOFwE,MS-ASL/videos_MS-ASL/msasl_raw_lyxKZxUOFwE.mp4,True,already_exists,0,,25.0,90.0,480.0,360.0,3.6
bCVQXygujmo,https://www.youtube.com/watch?v=bCVQXygujmo,MS-ASL/videos_MS-ASL/msasl_raw_bCVQXygujmo.mp4,True,already_exists,0,,29.613024380587554,123.0,640.0,360.0,4.153577777777778
RNcmcfEJAK0,https://www.youtube.com/watch?v=RNcmcfEJAK0,MS-ASL/videos_MS-ASL/msasl_raw_RNcmcfEJAK0.mp4,True,already_exists,0,,30.0,84.0,320.0,240.0,2.8
XPIDw_cNSFA,https://www.youtube.com/watch?v=XPIDw_cNSFA,MS-ASL/videos_MS-ASL/msasl_raw_XPIDw_cNSFA.mp4,True,already_exists,0,,29.97027741083223,726.0,480.0,360.0,24.224
K8c-np9zNT8,https://www.youtube.com/watch?v=K8c-np9zNT8,MS-ASL/videos_MS-ASL/msasl_raw_K8c-np9zNT8.mp4,True,already_exists,0,,25.0,30021.0,480.0,360.0,1200.84
yYt4hmEAxbM,https://www.youtube.com/watch?v=yYt4hmEAxbM,MS-ASL/videos_MS-ASL/msasl_raw_yYt4hmEAxbM.mp4,True,already_exists,0,,25.0,82.0,480.0,360.0,3.28
zk2nKD4U4JU,https://www.youtube.com/watch?v=zk2nKD4U4JU,MS-ASL/videos_MS-ASL/msasl_raw_zk2nKD4U4JU.mp4,True,already_exists,0,,29.617,257.0,640.0,360.0,8.67744876253503
7cElz9Qy2bk,https://www.youtube.com/watch?v=7cElz9Qy2bk,MS-ASL/videos_MS-ASL/msasl_raw_7cElz9Qy2bk.mp4,True,already_exists,0,,30.0,80.0,320.0,240.0,2.6666666666666665
i14EM0ZbtUY,https://www.youtube.com/watch?v=i14EM0ZbtUY,MS-ASL/videos_MS-ASL/msasl_raw_i14EM0ZbtUY.mp4,True,already_exists,0,,29.97002997002997,64.0,640.0,360.0,2.135466666666667
nFcSfNCaLLg,https://www.youtube.com/watch?v=nFcSfNCaLLg,MS-ASL/videos_MS-ASL/msasl_raw_nFcSfNCaLLg.mp4,True,already_exists,0,,30.005749604714676,835.0,480.0,360.0,27.828
7YQyJCSb660,https://www.youtube.com/watch?v=7YQyJCSb660,MS-ASL/videos_MS-ASL/msasl_raw_7YQyJCSb660.mp4,True,already_exists,0,,25.0,122.0,640.0,360.0,4.88
v8h6mw4zGys,https://www.youtube.com/watch?v=v8h6mw4zGys,MS-ASL/videos_MS-ASL/msasl_raw_v8h6mw4zGys.mp4,True,already_exists,0,,29.97002997002997,95.0,640.0,360.0,3.1698333333333335
MGBymBqqeXw,https://www.youtube.com/watch?v=MGBymBqqeXw,MS-ASL/videos_MS-ASL/msasl_raw_MGBymBqqeXw.mp4,True,already_exists,0,,29.97002997002997,67.0,320.0,240.0,2.2355666666666667
gxAvUS0nckQ,https://www.youtube.com/watch?v=gxAvUS0nckQ,MS-ASL/videos_MS-ASL/msasl_raw_gxAvUS0nckQ.mp4,True,already_exists,0,,30.0,76.0,320.0,240.0,2.533333333333333
gh3CJlFFNF8,https://www.youtube.com/watch?v=gh3CJlFFNF8,MS-ASL/videos_MS-ASL/msasl_raw_gh3CJlFFNF8.mp4,True,already_exists,0,,25.0,84.0,640.0,360.0,3.36
-HXdd7TuqxI,https://www.youtube.com/watch?v=-HXdd7TuqxI,MS-ASL/videos_MS-ASL/msasl_raw_-HXdd7TuqxI.mp4,True,already_exists,0,,29.97002997002997,119.0,640.0,360.0,3.9706333333333332
OwtSP1QozuE,https://www.youtube.com/watch?v=OwtSP1QozuE,MS-ASL/videos_MS-ASL/msasl_raw_OwtSP1QozuE.mp4,True,already_exists,0,,29.97002997002997,61.0,640.0,360.0,2.0353666666666665
pWO_1CT3QWk,https://www.youtube.com/watch?v=pWO_1CT3QWk,MS-ASL/videos_MS-ASL/msasl_raw_pWO_1CT3QWk.mp4,True,already_exists,0,,29.97002997002997,56.0,640.0,360.0,1.8685333333333334
MslyAd8WAwU,https://www.youtube.com/watch?v=MslyAd8WAwU,MS-ASL/videos_MS-ASL/msasl_raw_MslyAd8WAwU.mp4,True,already_exists,0,,29.97002997002997,57.0,636.0,360.0,1.9019
pHDIa-ao9BQ,https://www.youtube.com/watch?v=pHDIa-ao9BQ,MS-ASL/videos_MS-ASL/msasl_raw_pHDIa-ao9BQ.mp4,True,already_exists,0,,29.97002997002997,75.0,640.0,360.0,2.5025
KHO8y8bOrNQ,https://www.youtube.com/watch?v=KHO8y8bOrNQ,MS-ASL/videos_MS-ASL/msasl_raw_KHO8y8bOrNQ.mp4,True,already_exists,0,,25.0,80.0,480.0,360.0,3.2
4y2Uah6ZOSs,https://www.youtube.com/watch?v=4y2Uah6ZOSs,MS-ASL/videos_MS-ASL/msasl_raw_4y2Uah6ZOSs.mp4,True,already_exists,0,,29.649026481395445,117.0,640.0,360.0,3.946166666666667
JrqSTHL_oG4,https://www.youtube.com/watch?v=JrqSTHL_oG4,MS-ASL/videos_MS-ASL/msasl_raw_JrqSTHL_oG4.mp4,True,already_exists,0,,29.612029667285363,131.0,640.0,360.0,4.423877777777778
kw4mnCKHY7I,https://www.youtube.com/watch?v=kw4mnCKHY7I,MS-ASL/videos_MS-ASL/msasl_raw_kw4mnCKHY7I.mp4,True,already_exists,0,,29.97002997002997,98.0,640.0,360.0,3.2699333333333334
IDVjv1e1P44,https://www.youtube.com/watch?v=IDVjv1e1P44,MS-ASL/videos_MS-ASL/msasl_raw_IDVjv1e1P44.mp4,True,already_exists,0,,25.0,89.0,640.0,360.0,3.56
JOnDSH4N-9E,https://www.youtube.com/watch?v=JOnDSH4N-9E,MS-ASL/videos_MS-ASL/msasl_raw_JOnDSH4N-9E.mp4,True,already_exists,0,,25.0,129.0,640.0,360.0,5.16
2m-0FbIn7wE,https://www.youtube.com/watch?v=2m-0FbIn7wE,MS-ASL/videos_MS-ASL/msasl_raw_2m-0FbIn7wE.mp4,True,already_exists,0,,29.97002997002997,104.0,640.0,360.0,3.4701333333333335
LA36HscT8Bo,https://www.youtube.com/watch?v=LA36HscT8Bo,MS-ASL/videos_MS-ASL/msasl_raw_LA36HscT8Bo.mp4,True,already_exists,0,,29.97002997002997,95.0,640.0,360.0,3.1698333333333335
AONnUe9LfHE,https://www.youtube.com/watch?v=AONnUe9LfHE,MS-ASL/videos_MS-ASL/msasl_raw_AONnUe9LfHE.mp4,True,already_exists,0,,25.0,93.0,480.0,360.0,3.72
qw9KjK2s_DM,https://www.youtube.com/watch?v=qw9KjK2s_DM,MS-ASL/videos_MS-ASL/msasl_raw_qw9KjK2s_DM.mp4,True,already_exists,0,,25.0,2577.0,640.0,360.0,103.08
n7kdh5s5AjY,https://www.youtube.com/watch?v=n7kdh5s5AjY,MS-ASL/videos_MS-ASL/msasl_raw_n7kdh5s5AjY.mp4,True,already_exists,0,,29.97002997002997,96.0,640.0,360.0,3.2032000000000003
t7Ey0B4euCY,https://www.youtube.com/watch?v=t7Ey0B4euCY,MS-ASL/videos_MS-ASL/msasl_raw_t7Ey0B4euCY.mp4,True,already_exists,0,,30.0,70.0,320.0,240.0,2.3333333333333335
c2W6TVd_xh4,https://www.youtube.com/watch?v=c2W6TVd_xh4,MS-ASL/videos_MS-ASL/msasl_raw_c2W6TVd_xh4.mp4,True,already_exists,0,,29.97,3745.0,640.0,360.0,124.95829162495829
AsdBSknwrjg,https://www.youtube.com/watch?v=AsdBSknwrjg,MS-ASL/videos_MS-ASL/msasl_raw_AsdBSknwrjg.mp4,True,already_exists,0,,29.97002997002997,136.0,640.0,360.0,4.537866666666667
OZKNIcIFqvU,https://www.youtube.com/watch?v=OZKNIcIFqvU,MS-ASL/videos_MS-ASL/msasl_raw_OZKNIcIFqvU.mp4,True,already_exists,0,,29.97002997002997,71.0,640.0,360.0,2.3690333333333333
KCBm23SrUe4,https://www.youtube.com/watch?v=KCBm23SrUe4,MS-ASL/videos_MS-ASL/msasl_raw_KCBm23SrUe4.mp4,True,already_exists,0,,30.0,2220.0,640.0,360.0,74.0
t-_PbGpQRho,https://www.youtube.com/watch?v=t-_PbGpQRho,MS-ASL/videos_MS-ASL/msasl_raw_t-_PbGpQRho.mp4,True,already_exists,0,,29.639,290.0,640.0,360.0,9.784405681703161
PJTZ2WhwAjI,https://www.youtube.com/watch?v=PJTZ2WhwAjI,MS-ASL/videos_MS-ASL/msasl_raw_PJTZ2WhwAjI.mp4,True,already_exists,0,,29.97002997002997,78.0,640.0,360.0,2.6026000000000002
KvR2WuN7sdo,https://www.youtube.com/watch?v=KvR2WuN7sdo,MS-ASL/videos_MS-ASL/msasl_raw_KvR2WuN7sdo.mp4,True,already_exists,0,,25.0,75.0,480.0,360.0,3.0
neVSKkqLDa4,https://www.youtube.com/watch?v=neVSKkqLDa4,MS-ASL/videos_MS-ASL/msasl_raw_neVSKkqLDa4.mp4,True,already_exists,0,,18.357026398588285,155.0,640.0,360.0,8.443633333333333
1vpl3E6dz5Y,https://www.youtube.com/watch?v=1vpl3E6dz5Y,MS-ASL/videos_MS-ASL/msasl_raw_1vpl3E6dz5Y.mp4,True,already_exists,0,,29.688271604938272,135.0,640.0,360.0,4.547250233912049
Uo_AUbP0O9g,https://www.youtube.com/watch?v=Uo_AUbP0O9g,MS-ASL/videos_MS-ASL/msasl_raw_Uo_AUbP0O9g.mp4,True,already_exists,0,,29.97002997002997,93.0,640.0,360.0,3.1031
eAgPp8rnP8w,https://www.youtube.com/watch?v=eAgPp8rnP8w,MS-ASL/videos_MS-ASL/msasl_raw_eAgPp8rnP8w.mp4,True,already_exists,0,,29.97002997002997,115.0,480.0,360.0,3.8371666666666666
WHHclFRRIg4,https://www.youtube.com/watch?v=WHHclFRRIg4,MS-ASL/videos_MS-ASL/msasl_raw_WHHclFRRIg4.mp4,True,already_exists,0,,29.643040985497986,167.0,640.0,360.0,5.6337
jwyFSak29Jk,https://www.youtube.com/watch?v=jwyFSak29Jk,MS-ASL/videos_MS-ASL/msasl_raw_jwyFSak29Jk.mp4,True,already_exists,0,,29.650852878464818,178.0,640.0,360.0,6.0032000000000005
ktnsWSvF4uw,https://www.youtube.com/watch?v=ktnsWSvF4uw,MS-ASL/videos_MS-ASL/msasl_raw_ktnsWSvF4uw.mp4,True,already_exists,0,,30.0,44.0,320.0,240.0,1.4666666666666666
44_2NutXsBc,https://www.youtube.com/watch?v=44_2NutXsBc,MS-ASL/videos_MS-ASL/msasl_raw_44_2NutXsBc.mp4,True,already_exists,0,,25.0,69.0,640.0,360.0,2.76
uLjkLwFvFtw,https://www.youtube.com/watch?v=uLjkLwFvFtw,MS-ASL/videos_MS-ASL/msasl_raw_uLjkLwFvFtw.mp4,True,already_exists,0,,30.0,67.0,640.0,360.0,2.2333333333333334
Zm5oZQtu5rI,https://www.youtube.com/watch?v=Zm5oZQtu5rI,MS-ASL/videos_MS-ASL/msasl_raw_Zm5oZQtu5rI.mp4,True,already_exists,0,,30.0,99.0,320.0,240.0,3.3
bul0cjvDEEE,https://www.youtube.com/watch?v=bul0cjvDEEE,MS-ASL/videos_MS-ASL/msasl_raw_bul0cjvDEEE.mp4,True,already_exists,0,,29.97002997002997,109.0,640.0,360.0,3.636966666666667
RLhEA9NOtsI,https://www.youtube.com/watch?v=RLhEA9NOtsI,MS-ASL/videos_MS-ASL/msasl_raw_RLhEA9NOtsI.mp4,True,already_exists,0,,29.643,160.0,640.0,360.0,5.3975643490874745
JGXoDKup5Yg,https://www.youtube.com/watch?v=JGXoDKup5Yg,MS-ASL/videos_MS-ASL/msasl_raw_JGXoDKup5Yg.mp4,True,already_exists,0,,29.97002997002997,78.0,640.0,360.0,2.6026000000000002
7FP3OlNwk-0,https://www.youtube.com/watch?v=7FP3OlNwk-0,MS-ASL/videos_MS-ASL/msasl_raw_7FP3OlNwk-0.mp4,True,already_exists,0,,25.0,88.0,480.0,360.0,3.52
E3ILIbZqcKY,https://www.youtube.com/watch?v=E3ILIbZqcKY,MS-ASL/videos_MS-ASL/msasl_raw_E3ILIbZqcKY.mp4,True,already_exists,0,,29.97002997002997,9375.0,640.0,360.0,312.8125
GTXzVTCAyZQ,https://www.youtube.com/watch?v=GTXzVTCAyZQ,MS-ASL/videos_MS-ASL/msasl_raw_GTXzVTCAyZQ.mp4,True,already_exists,0,,25.0,146.0,640.0,360.0,5.84
i-n-z_IX5QI,https://www.youtube.com/watch?v=i-n-z_IX5QI,MS-ASL/videos_MS-ASL/msasl_raw_i-n-z_IX5QI.mp4,True,already_exists,0,,29.97002997002997,737.0,480.0,360.0,24.591233333333335
7y5Ye-2-ZBs,https://www.youtube.com/watch?v=7y5Ye-2-ZBs,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_plrrfjyp\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=7y5Ye-2-ZBs']' returned non-zero exit status 1.",,,,,
exVXuSjS8Rc,https://www.youtube.com/watch?v=exVXuSjS8Rc,MS-ASL/videos_MS-ASL/msasl_raw_exVXuSjS8Rc.mp4,True,already_exists,0,,29.97002997002997,68.0,480.0,360.0,2.2689333333333335
1AyT77LqJzQ,https://www.youtube.com/watch?v=1AyT77LqJzQ,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_oicybxmv\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=1AyT77LqJzQ']' returned non-zero exit status 1.",,,,,
9FdHlMOnVjg,https://www.youtube.com/watch?v=9FdHlMOnVjg,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw__wzi8r41\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=9FdHlMOnVjg']' returned non-zero exit status 1.",,,,,
xfhXjnU3WEM,https://www.youtube.com/watch?v=xfhXjnU3WEM,MS-ASL/videos_MS-ASL/msasl_raw_xfhXjnU3WEM.mp4,True,already_exists,0,,29.97002997002997,992.0,480.0,360.0,33.09973333333333
TFs0FDWoiSg,https://www.youtube.com/watch?v=TFs0FDWoiSg,MS-ASL/videos_MS-ASL/msasl_raw_TFs0FDWoiSg.mp4,True,already_exists,0,,25.0,161.0,640.0,360.0,6.44
bF3FaZUuMKE,https://www.youtube.com/watch?v=bF3FaZUuMKE,MS-ASL/videos_MS-ASL/msasl_raw_bF3FaZUuMKE.mp4,True,already_exists,0,,29.0,208.0,640.0,360.0,7.172413793103448
