video_id,url,url_type,output_path,status,error
07090,http://www.aslpro.com/main/b/book_literature.swf,skip,kaggle_dataset/videos/07090.mp4,skipped,Non-downloadable URL type (e.g. .swf or .html)
07086,http://www.aslpro.com/main/b/book_geography.swf,skip,kaggle_dataset/videos/07086.mp4,skipped,Non-downloadable URL type (e.g. .swf or .html)
07095,http://www.aslpro.com/main/b/book_science.swf,skip,kaggle_dataset/videos/07095.mp4,skipped,Non-downloadable URL type (e.g. .swf or .html)
07068,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/book.mp4,direct,kaggle_dataset/videos/07068.mp4,already_exists,
07088,http://www.aslpro.com/main/b/book_history.swf,skip,kaggle_dataset/videos/07088.mp4,skipped,Non-downloadable URL type (e.g. .swf or .html)
07096,http://www.aslpro.com/main/b/book_spelling.swf,skip,kaggle_dataset/videos/07096.mp4,skipped,Non-downloadable URL type (e.g. .swf or .html)
07087,http://www.aslpro.com/main/b/book_geometry.swf,skip,kaggle_dataset/videos/07087.mp4,skipped,Non-downloadable URL type (e.g. .swf or .html)
69302,http://aslbricks.org/New/ASL-Videos/drink.mp4,direct,kaggle_dataset/videos/69302.mp4,already_exists,
07070,https://media.asldeafined.com/vocabulary/1466684225.687.mp4,direct,kaggle_dataset/videos/07070.mp4,already_exists,
07093,http://www.aslpro.com/main/b/book_music.swf,skip,kaggle_dataset/videos/07093.mp4,skipped,Non-downloadable URL type (e.g. .swf or .html)
07085,http://www.aslpro.com/main/b/book_english_grammar.swf,skip,kaggle_dataset/videos/07085.mp4,skipped,Non-downloadable URL type (e.g. .swf or .html)
07084,http://www.aslpro.com/main/b/book_coloring.swf,skip,kaggle_dataset/videos/07084.mp4,skipped,Non-downloadable URL type (e.g. .swf or .html)
07083,http://www.aslpro.com/main/b/book_chemistry.swf,skip,kaggle_dataset/videos/07083.mp4,skipped,Non-downloadable URL type (e.g. .swf or .html)
07099,http://www.aslsearch.com/signs/videos/book.mp4,direct,kaggle_dataset/videos/07099.mp4,already_exists,
68012,https://www.youtube.com/watch?v=aGtIHKEdCds,youtube,kaggle_dataset/videos/68012.mp4,already_exists,
07082,http://www.aslpro.com/main/b/book_business.swf,skip,kaggle_dataset/videos/07082.mp4,skipped,Non-downloadable URL type (e.g. .swf or .html)
07092,http://www.aslpro.com/main/b/book_medicine.swf,skip,kaggle_dataset/videos/07092.mp4,skipped,Non-downloadable URL type (e.g. .swf or .html)
07074,https://www.signingsavvy.com/signs/mp4/14/14326.mp4,direct,kaggle_dataset/videos/07074.mp4,failed,403 Client Error: Forbidden for url: https://www.signingsavvy.com/signs/mp4/14/14326.mp4
70173,https://www.youtube.com/watch?v=F5Wef1_PtLk,youtube,kaggle_dataset/videos/70173.mp4,already_exists,
65225,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BO/BOOK-418.mp4,direct,kaggle_dataset/videos/65225.mp4,failed,"HTTPSConnectionPool(host='aslsignbank.haskins.yale.edu', port=443): Max retries exceeded with url: /dictionary/protected_media/glossvideo/ASL/BO/BOOK-418.mp4 (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'aslsignbank.haskins.yale.edu'. (_ssl.c:1028)"")))"
68042,https://www.youtube.com/watch?v=KRc_WYI1DgA,youtube,kaggle_dataset/videos/68042.mp4,already_exists,
65539,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-119.mp4,direct,kaggle_dataset/videos/65539.mp4,failed,"HTTPSConnectionPool(host='aslsignbank.haskins.yale.edu', port=443): Max retries exceeded with url: /dictionary/protected_media/glossvideo/ASL/DR/DRINK-119.mp4 (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'aslsignbank.haskins.yale.edu'. (_ssl.c:1028)"")))"
68041,https://www.youtube.com/watch?v=Nc7rSopCpI8,youtube,kaggle_dataset/videos/68041.mp4,already_exists,
17725,https://www.youtube.com/watch?v=537MWOtCl78,youtube,kaggle_dataset/videos/17725.mp4,already_exists,
07072,https://www.handspeak.com/word/b/book.mp4,direct,kaggle_dataset/videos/07072.mp4,failed,404 Client Error: Not Found for url: https://www.handspeak.com/word/b/book.mp4
07071,https://www.handspeak.com/word/b/book2.mp4,direct,kaggle_dataset/videos/07071.mp4,failed,404 Client Error: Not Found for url: https://www.handspeak.com/word/b/book2.mp4
07073,https://www.handspeak.com/word/b/books-pile.mp4,direct,kaggle_dataset/videos/07073.mp4,failed,404 Client Error: Not Found for url: https://www.handspeak.com/word/b/books-pile.mp4
17710,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/drink.mp4,direct,kaggle_dataset/videos/17710.mp4,already_exists,
17729,https://www.youtube.com/watch?v=i0opsQ2zB1Q,youtube,kaggle_dataset/videos/17729.mp4,already_exists,
17730,https://www.youtube.com/watch?v=k6cNmM9WgUs,youtube,kaggle_dataset/videos/17730.mp4,already_exists,
17728,https://www.youtube.com/watch?v=g3rl9_LYqzI,youtube,kaggle_dataset/videos/17728.mp4,already_exists,
17732,http://www.aslpro.com/main/d/drink.swf,skip,kaggle_dataset/videos/17732.mp4,skipped,Non-downloadable URL type (e.g. .swf or .html)
17731,https://www.youtube.com/watch?v=LqJM7wcUixQ,youtube,kaggle_dataset/videos/17731.mp4,already_exists,
17733,http://www.aslsearch.com/signs/videos/drink-alcohol.mp4,direct,kaggle_dataset/videos/17733.mp4,failed,"File was HTML error page (114 bytes), deleted"
17734,http://www.aslsearch.com/signs/videos/drink.mp4,direct,kaggle_dataset/videos/17734.mp4,failed,"File was HTML error page (114 bytes), deleted"
17711,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink%20(correct)-0UzEF7ru0sQ.mp4,direct,kaggle_dataset/videos/17711.mp4,already_exists,
17712,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink-L6hHRIQzWBo.mp4,direct,kaggle_dataset/videos/17712.mp4,already_exists,
17713,https://media.asldeafined.com/vocabulary/1467773819.9825.mp4,direct,kaggle_dataset/videos/17713.mp4,already_exists,
65540,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-120.mp4,direct,kaggle_dataset/videos/65540.mp4,failed,"HTTPSConnectionPool(host='aslsignbank.haskins.yale.edu', port=443): Max retries exceeded with url: /dictionary/protected_media/glossvideo/ASL/DR/DRINK-120.mp4 (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'aslsignbank.haskins.yale.edu'. (_ssl.c:1028)"")))"
17714,https://www.handspeak.com/word/d/drink2.mp4,direct,kaggle_dataset/videos/17714.mp4,failed,404 Client Error: Not Found for url: https://www.handspeak.com/word/d/drink2.mp4
68208,https://www.youtube.com/watch?v=1QOYOZ3g-aY,youtube,kaggle_dataset/videos/68208.mp4,failed,"yt-dlp error: RNING: [youtube] No supported JavaScript runtime could be found. Only deno is enabled by default; to use another runtime add  --js-runtimes RUNTIME[:PATH]  to your command/config. YouTube extraction without a JS runtime has been deprecated, and some formats may be missing. See  https://github.com/yt-dlp/yt-dlp/wiki/EJS  for details on installing one
ERROR: [youtube] 1QOYOZ3g-aY: Video unavailable
"
67424,https://youtu.be/3-GrhsVs830,youtube,kaggle_dataset/videos/67424.mp4,failed,"yt-dlp error: ube] 3-GrhsVs830: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
"
17715,https://www.handspeak.com/word/d/drink-alcohol.mp4,direct,kaggle_dataset/videos/17715.mp4,failed,404 Client Error: Not Found for url: https://www.handspeak.com/word/d/drink-alcohol.mp4
17709,https://media.spreadthesign.com/video/mp4/13/153289.mp4,direct,kaggle_dataset/videos/17709.mp4,already_exists,
68538,https://www.youtube.com/watch?v=HZMTQJdBZ9g,youtube,kaggle_dataset/videos/68538.mp4,failed,"yt-dlp error: RNING: [youtube] No supported JavaScript runtime could be found. Only deno is enabled by default; to use another runtime add  --js-runtimes RUNTIME[:PATH]  to your command/config. YouTube extraction without a JS runtime has been deprecated, and some formats may be missing. See  https://github.com/yt-dlp/yt-dlp/wiki/EJS  for details on installing one
ERROR: [youtube] HZMTQJdBZ9g: Video unavailable
"
17716,https://www.handspeak.com/word/d/drink-british.mp4,direct,kaggle_dataset/videos/17716.mp4,failed,404 Client Error: Not Found for url: https://www.handspeak.com/word/d/drink-british.mp4
68660,https://www.youtube.com/watch?v=Lk2Vws8homw,youtube,kaggle_dataset/videos/68660.mp4,failed,"yt-dlp error: RNING: [youtube] No supported JavaScript runtime could be found. Only deno is enabled by default; to use another runtime add  --js-runtimes RUNTIME[:PATH]  to your command/config. YouTube extraction without a JS runtime has been deprecated, and some formats may be missing. See  https://github.com/yt-dlp/yt-dlp/wiki/EJS  for details on installing one
ERROR: [youtube] Lk2Vws8homw: Video unavailable
"
17726,https://www.youtube.com/watch?v=6gU3Ln98sWA,youtube,kaggle_dataset/videos/17726.mp4,failed,"yt-dlp error: RNING: [youtube] No supported JavaScript runtime could be found. Only deno is enabled by default; to use another runtime add  --js-runtimes RUNTIME[:PATH]  to your command/config. YouTube extraction without a JS runtime has been deprecated, and some formats may be missing. See  https://github.com/yt-dlp/yt-dlp/wiki/EJS  for details on installing one
ERROR: [youtube] 6gU3Ln98sWA: Video unavailable
"
17727,https://www.youtube.com/watch?v=Ddd2ZZNFhVI,youtube,kaggle_dataset/videos/17727.mp4,failed,"yt-dlp error: RNING: [youtube] No supported JavaScript runtime could be found. Only deno is enabled by default; to use another runtime add  --js-runtimes RUNTIME[:PATH]  to your command/config. YouTube extraction without a JS runtime has been deprecated, and some formats may be missing. See  https://github.com/yt-dlp/yt-dlp/wiki/EJS  for details on installing one
ERROR: [youtube] Ddd2ZZNFhVI: Video unavailable
"
17718,https://www.handspeak.com/word/d/drink-mug.mp4,direct,kaggle_dataset/videos/17718.mp4,failed,404 Client Error: Not Found for url: https://www.handspeak.com/word/d/drink-mug.mp4
17717,https://www.handspeak.com/word/d/drink.mp4,direct,kaggle_dataset/videos/17717.mp4,failed,404 Client Error: Not Found for url: https://www.handspeak.com/word/d/drink.mp4
12306,https://www.youtube.com/watch?v=PPmQd2zWdP0,youtube,kaggle_dataset/videos/12306.mp4,already_exists,
68028,https://www.youtube.com/watch?v=H-tAzh-nuV8,youtube,kaggle_dataset/videos/68028.mp4,already_exists,
17719,https://www.handspeak.com/word/d/drink-plu.mp4,direct,kaggle_dataset/videos/17719.mp4,failed,404 Client Error: Not Found for url: https://www.handspeak.com/word/d/drink-plu.mp4
17720,https://www.signingsavvy.com/signs/mp4/14/14885.mp4,direct,kaggle_dataset/videos/17720.mp4,failed,403 Client Error: Forbidden for url: https://www.signingsavvy.com/signs/mp4/14/14885.mp4
12329,https://www.youtube.com/watch?v=97IwdVSOQho,youtube,kaggle_dataset/videos/12329.mp4,already_exists,
12330,https://www.youtube.com/watch?v=cujhpwWi1yY,youtube,kaggle_dataset/videos/12330.mp4,already_exists,
12312,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer-2.mp4,direct,kaggle_dataset/videos/12312.mp4,already_exists,
12331,https://www.youtube.com/watch?v=fY11M3Dxxx0,youtube,kaggle_dataset/videos/12331.mp4,already_exists,
17721,https://www.signingsavvy.com/signs/mp4/23/23388.mp4,direct,kaggle_dataset/videos/17721.mp4,failed,403 Client Error: Forbidden for url: https://www.signingsavvy.com/signs/mp4/23/23388.mp4
12333,https://www.youtube.com/watch?v=-_RSZM-lLXE,youtube,kaggle_dataset/videos/12333.mp4,already_exists,
12335,https://www.youtube.com/watch?v=vK4GwJaDcWU,youtube,kaggle_dataset/videos/12335.mp4,already_exists,
17722,https://www.signingsavvy.com/signs/mp4/23/23388.mp4,direct,kaggle_dataset/videos/17722.mp4,failed,403 Client Error: Forbidden for url: https://www.signingsavvy.com/signs/mp4/23/23388.mp4
12311,https://media.spreadthesign.com/video/mp4/13/51378.mp4,direct,kaggle_dataset/videos/12311.mp4,already_exists,
12337,http://www.aslpro.com/main/c/computer.swf,skip,kaggle_dataset/videos/12337.mp4,skipped,Non-downloadable URL type (e.g. .swf or .html)
12338,http://www.aslsearch.com/signs/videos/computer.mp4,direct,kaggle_dataset/videos/12338.mp4,failed,"File was HTML error page (114 bytes), deleted"
12313,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer.mp4,direct,kaggle_dataset/videos/12313.mp4,already_exists,
12314,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%203-ZIm7kG5ie_M.mp4,direct,kaggle_dataset/videos/12314.mp4,already_exists,
12315,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%205-wOn7bu44o4s.mp4,direct,kaggle_dataset/videos/12315.mp4,already_exists,
12316,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%201-_2YnCKHJy6U.mp4,direct,kaggle_dataset/videos/12316.mp4,already_exists,
12317,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%202-_HHzYqXw-xU.mp4,direct,kaggle_dataset/videos/12317.mp4,already_exists,
12318,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%204-1f6Cc5NXBgw.mp4,direct,kaggle_dataset/videos/12318.mp4,already_exists,
12319,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Republic%20of%20Congo-b6U1CIWIPIw.mp4,direct,kaggle_dataset/videos/12319.mp4,already_exists,
12320,https://media.asldeafined.com/vocabulary/1466901185.5915.mp4,direct,kaggle_dataset/videos/12320.mp4,already_exists,
17723,https://www.signingsavvy.com/signs/mp4/23/23389.mp4,direct,kaggle_dataset/videos/17723.mp4,failed,403 Client Error: Forbidden for url: https://www.signingsavvy.com/signs/mp4/23/23389.mp4
17724,https://www.signingsavvy.com/signs/mp4/7/7796.mp4,direct,kaggle_dataset/videos/17724.mp4,failed,403 Client Error: Forbidden for url: https://www.signingsavvy.com/signs/mp4/7/7796.mp4
12328,https://www.signingsavvy.com/signs/mp4/6/6326.mp4,direct,kaggle_dataset/videos/12328.mp4,failed,403 Client Error: Forbidden for url: https://www.signingsavvy.com/signs/mp4/6/6326.mp4
67594,https://youtu.be/yawcLQIhQiE,youtube,kaggle_dataset/videos/67594.mp4,failed,"yt-dlp error: ube] yawcLQIhQiE: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
"
12321,https://www.handspeak.com/word/c/computer-arm2.mp4,direct,kaggle_dataset/videos/12321.mp4,failed,404 Client Error: Not Found for url: https://www.handspeak.com/word/c/computer-arm2.mp4
69054,https://www.youtube.com/watch?v=YEFd7zsUNXU,youtube,kaggle_dataset/videos/69054.mp4,failed,"yt-dlp error: RNING: [youtube] No supported JavaScript runtime could be found. Only deno is enabled by default; to use another runtime add  --js-runtimes RUNTIME[:PATH]  to your command/config. YouTube extraction without a JS runtime has been deprecated, and some formats may be missing. See  https://github.com/yt-dlp/yt-dlp/wiki/EJS  for details on installing one
ERROR: [youtube] YEFd7zsUNXU: Video unavailable
"
12322,https://www.handspeak.com/word/c/computer-arm.mp4,direct,kaggle_dataset/videos/12322.mp4,failed,404 Client Error: Not Found for url: https://www.handspeak.com/word/c/computer-arm.mp4
05724,https://www.youtube.com/watch?v=pDqITge_TGs,youtube,kaggle_dataset/videos/05724.mp4,already_exists,
70348,https://www.youtube.com/watch?v=bq-HmgjGzmw,youtube,kaggle_dataset/videos/70348.mp4,already_exists,
68007,https://www.youtube.com/watch?v=IYH-gBXXl8I,youtube,kaggle_dataset/videos/68007.mp4,already_exists,
05744,https://www.youtube.com/watch?v=MvtVsr3P098,youtube,kaggle_dataset/videos/05744.mp4,already_exists,
05746,https://www.youtube.com/watch?v=PeO4kaKvoVM,youtube,kaggle_dataset/videos/05746.mp4,already_exists,
05728,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before%202-02xxXtC3G8c.mp4,direct,kaggle_dataset/videos/05728.mp4,already_exists,
05747,https://www.youtube.com/watch?v=TQMe2WDz9QE,youtube,kaggle_dataset/videos/05747.mp4,already_exists,
05748,http://www.aslpro.com/main/b/before.swf,skip,kaggle_dataset/videos/05748.mp4,skipped,Non-downloadable URL type (e.g. .swf or .html)
05749,http://www.aslsearch.com/signs/videos/before3.mp4,direct,kaggle_dataset/videos/05749.mp4,failed,"File was HTML error page (114 bytes), deleted"
05750,http://www.aslsearch.com/signs/videos/before.mp4,direct,kaggle_dataset/videos/05750.mp4,failed,"File was HTML error page (114 bytes), deleted"
05729,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-kM8O_piLegw.mp4,direct,kaggle_dataset/videos/05729.mp4,already_exists,
05730,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-Se78WI3j-mI.mp4,direct,kaggle_dataset/videos/05730.mp4,already_exists,
12323,https://www.handspeak.com/word/c/computer-head.mp4,direct,kaggle_dataset/videos/12323.mp4,failed,404 Client Error: Not Found for url: https://www.handspeak.com/word/c/computer-head.mp4
05731,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Last-0SLfkAHELAs.mp4,direct,kaggle_dataset/videos/05731.mp4,already_exists,
05732,https://media.asldeafined.com/vocabulary/1466681314.2550.mp4,direct,kaggle_dataset/videos/05732.mp4,already_exists,
05733,https://media.asldeafined.com/vocabulary/1466681379.1244.mp4,direct,kaggle_dataset/videos/05733.mp4,already_exists,
05734,https://media.asldeafined.com/vocabulary/1468755772.9751.mp4,direct,kaggle_dataset/videos/05734.mp4,already_exists,
12324,https://www.handspeak.com/word/c/computer-old2.mp4,direct,kaggle_dataset/videos/12324.mp4,failed,404 Client Error: Not Found for url: https://www.handspeak.com/word/c/computer-old2.mp4
12332,https://www.youtube.com/watch?v=lVo6MByRMHY,youtube,kaggle_dataset/videos/12332.mp4,failed,"yt-dlp error: RNING: [youtube] No supported JavaScript runtime could be found. Only deno is enabled by default; to use another runtime add  --js-runtimes RUNTIME[:PATH]  to your command/config. YouTube extraction without a JS runtime has been deprecated, and some formats may be missing. See  https://github.com/yt-dlp/yt-dlp/wiki/EJS  for details on installing one
ERROR: [youtube] lVo6MByRMHY: Video unavailable
"
05727,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/before.mp4,direct,kaggle_dataset/videos/05727.mp4,already_exists,
12326,https://www.signingsavvy.com/signs/mp4/6/6011.mp4,direct,kaggle_dataset/videos/12326.mp4,failed,403 Client Error: Forbidden for url: https://www.signingsavvy.com/signs/mp4/6/6011.mp4
65167,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BEFORE-37.mp4,direct,kaggle_dataset/videos/65167.mp4,failed,"HTTPSConnectionPool(host='aslsignbank.haskins.yale.edu', port=443): Max retries exceeded with url: /dictionary/protected_media/glossvideo/ASL/BE/BEFORE-37.mp4 (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'aslsignbank.haskins.yale.edu'. (_ssl.c:1028)"")))"
67519,https://youtu.be/u1xoXux2NaE,youtube,kaggle_dataset/videos/67519.mp4,failed,"yt-dlp error: ube] u1xoXux2NaE: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
"
12327,https://www.signingsavvy.com/signs/mp4/6/6012.mp4,direct,kaggle_dataset/videos/12327.mp4,failed,403 Client Error: Forbidden for url: https://www.signingsavvy.com/signs/mp4/6/6012.mp4
12336,https://www.youtube.com/watch?v=-wmqgdmwySo,youtube,kaggle_dataset/videos/12336.mp4,failed,"yt-dlp error: RNING: [youtube] No supported JavaScript runtime could be found. Only deno is enabled by default; to use another runtime add  --js-runtimes RUNTIME[:PATH]  to your command/config. YouTube extraction without a JS runtime has been deprecated, and some formats may be missing. See  https://github.com/yt-dlp/yt-dlp/wiki/EJS  for details on installing one
ERROR: [youtube] -wmqgdmwySo: Video unavailable
"
05735,https://www.handspeak.com/word/b/before-long.mp4,direct,kaggle_dataset/videos/05735.mp4,failed,404 Client Error: Not Found for url: https://www.handspeak.com/word/b/before-long.mp4
09847,https://www.youtube.com/watch?v=PPmQd2zWdP0,youtube,kaggle_dataset/videos/09847.mp4,already_exists,
70230,https://www.youtube.com/watch?v=4Nh1iFv2BMc,youtube,kaggle_dataset/videos/70230.mp4,already_exists,
05736,https://www.handspeak.com/word/b/before.mp4,direct,kaggle_dataset/videos/05736.mp4,failed,404 Client Error: Not Found for url: https://www.handspeak.com/word/b/before.mp4
70263,https://www.youtube.com/watch?v=WGfiiDgrq1I,youtube,kaggle_dataset/videos/70263.mp4,already_exists,
68019,https://www.youtube.com/watch?v=zICB0wesqvY,youtube,kaggle_dataset/videos/68019.mp4,already_exists,
09865,http://www.aslpro.com//main/c/chair_stacking.swf,skip,kaggle_dataset/videos/09865.mp4,skipped,Non-downloadable URL type (e.g. .swf or .html)
09866,http://www.aslpro.com/main/c/chair.swf,skip,kaggle_dataset/videos/09866.mp4,skipped,Non-downloadable URL type (e.g. .swf or .html)
09848,https://media.spreadthesign.com/video/mp4/13/74909.mp4,direct,kaggle_dataset/videos/09848.mp4,already_exists,
09867,http://www.aslpro.com//main/c/chair_wood.swf,skip,kaggle_dataset/videos/09867.mp4,skipped,Non-downloadable URL type (e.g. .swf or .html)
09869,http://www.aslsearch.com/signs/videos/chair.mp4,direct,kaggle_dataset/videos/09869.mp4,already_exists,
09849,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/chair.mp4,direct,kaggle_dataset/videos/09849.mp4,already_exists,
09850,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Chair-mVdtJjs-_20.mp4,direct,kaggle_dataset/videos/09850.mp4,already_exists,
09851,https://media.asldeafined.com/vocabulary/1466729509.9229.mp4,direct,kaggle_dataset/videos/09851.mp4,already_exists,
05737,https://www.handspeak.com/word/b/before-past.mp4,direct,kaggle_dataset/videos/05737.mp4,failed,404 Client Error: Not Found for url: https://www.handspeak.com/word/b/before-past.mp4
05739,https://www.signingsavvy.com/signs/mp4/22/22829.mp4,direct,kaggle_dataset/videos/05739.mp4,failed,403 Client Error: Forbidden for url: https://www.signingsavvy.com/signs/mp4/22/22829.mp4
05741,https://www.signingsavvy.com/signs/mp4/5/5971.mp4,direct,kaggle_dataset/videos/05741.mp4,failed,403 Client Error: Forbidden for url: https://www.signingsavvy.com/signs/mp4/5/5971.mp4
09855,https://www.youtube.com/watch?v=8vc2vD9N4tk,youtube,kaggle_dataset/videos/09855.mp4,already_exists,
05740,https://www.signingsavvy.com/signs/mp4/22/22831.mp4,direct,kaggle_dataset/videos/05740.mp4,failed,403 Client Error: Forbidden for url: https://www.signingsavvy.com/signs/mp4/22/22831.mp4
05743,https://www.signingsavvy.com/signs/mp4/9/9194.mp4,direct,kaggle_dataset/videos/05743.mp4,failed,403 Client Error: Forbidden for url: https://www.signingsavvy.com/signs/mp4/9/9194.mp4
09857,http://www.aslpro.com//main/c/chair_director.swf,skip,kaggle_dataset/videos/09857.mp4,skipped,Non-downloadable URL type (e.g. .swf or .html)
09858,http://www.aslpro.com//main/c/chair_folding.swf,skip,kaggle_dataset/videos/09858.mp4,skipped,Non-downloadable URL type (e.g. .swf or .html)
09859,http://www.aslpro.com//main/c/chair_lawn_folding.swf,skip,kaggle_dataset/videos/09859.mp4,skipped,Non-downloadable URL type (e.g. .swf or .html)
09860,http://www.aslpro.com//main/c/chair_lawn.swf,skip,kaggle_dataset/videos/09860.mp4,skipped,Non-downloadable URL type (e.g. .swf or .html)
09861,http://www.aslpro.com//main/c/chair_loveseat.swf,skip,kaggle_dataset/videos/09861.mp4,skipped,Non-downloadable URL type (e.g. .swf or .html)
09862,http://www.aslpro.com//main/c/chair_recliner.swf,skip,kaggle_dataset/videos/09862.mp4,skipped,Non-downloadable URL type (e.g. .swf or .html)
09863,http://www.aslpro.com//main/c/chair_rocking_1.swf,skip,kaggle_dataset/videos/09863.mp4,skipped,Non-downloadable URL type (e.g. .swf or .html)
24857,https://www.youtube.com/watch?v=YdHKN_wHZqo,youtube,kaggle_dataset/videos/24857.mp4,already_exists,
69345,http://aslbricks.org/New/ASL-Videos/go.mp4,direct,kaggle_dataset/videos/69345.mp4,already_exists,
